raw_name;cleaned_name
Dmytro Motornyi Tavria State Agrotechnological University;dmytromotornyitavriastateagrotechnologicaluniversity
Ninevah University;ninevahuniversity
University of Valencia;universityofvalencia
Advanced Technological Institute, Jaffna;advancedtechnologicalinstitutejaffna
Xiɺn University of Posts and Telecommunications - School of Economics and Management;xinuniversityofpoststelecommunicationsschoolofeconomicsmanagement
University of Al-Nahrain;universityofalnahrain
Fayetteville State University - Department of Accounting;fayettevillestateuniversitydepartmentofaccounting
University of Exeter;universityofexeter
Queen's University - Smith School of Business;queensuniversitysmithschoolofbusiness
S&P Global;spglobal
Universitas Muhammadiyah Tangerang;universitasmuhammadiyahtangerang
JHR Corp.;jhrcorp
University of Connecticut - Department of Accounting;universityofconnecticutdepartmentofaccounting
University of Pittsburgh - Joseph M. Katz Graduate School of Business;universityofpittsburghjosephmkatzgraduateschoolofbusiness
Free University of Berlin (FUB);freeuniversityofberlinfub
University of Groningen - Faculty of Economics and Business - Dept. of Accounting;universityofgroningenfacultyofeconomicsbusinessdeptofaccounting
INSEAD;insead
University of Bahrain;universityofbahrain
National University of Colombia - Department of Economics;nationaluniversityofcolombiadepartmentofeconomics
McMaster University;mcmasteruniversity
Johannes Kepler University of Linz;johanneskepleruniversityoflinz
Aichi Gakuin University;aichigakuinuniversity
University of Iowa - Department of Accounting;universityofiowadepartmentofaccounting
Alliance Manchester Business School;alliancemanchesterbusinessschool
Universitas Mercu Buana;universitasmercubuana
San Francisco State University;sanfranciscostateuniversity
Duke University - Department of Economics;dukeuniversitydepartmentofeconomics
International University of Monaco (IUM);internationaluniversityofmonacoium
ISCAC Coimbra Business School;iscaccoimbrabusinessschool
University of Economics in Bratislava;universityofeconomicsinbratislava
Carnegie Mellon University - David A. Tepper School of Business;carnegiemellonuniversitydavidatepperschoolofbusiness
Universidad Politecnica de Cartagena - Department of Economics, Accounting and Finance;universidadpolitecnicadecartagenadepartmentofeconomicsaccountingfinance
Hong Kong University of Science & Technology (HKUST) - Department of Accounting;hongkonguniversityofsciencetechnologyhkustdepartmentofaccounting
Central Michigan University;centralmichiganuniversity
Comisión Nacional de Mercado de Valores;comisinnacionaldemercadodevalores
United States International University (USUI) - Africa - Chandaria School of Business;unitedstatesinternationaluniversityusuiafricachandariaschoolofbusiness
Salem State University, Salem State University;salemstateuniversitysalemstateuniversity
Dumlupinar Universitesi - Department of Business Administration;dumlupinaruniversitesidepartmentofbusinessadministration
University of North Carolina Wilmington;universityofnorthcarolinawilmington
National Technical University of Athens (NTUA);nationaltechnicaluniversityofathensntua
UECE (Research Unit on Complexity and Economics) - REM (Research in Economics and Mathematics). Universidade de Lisboa  - ISEG (Lisbon School of Economics and Management);ueceresearchunitoncomplexityeconomicsremresearchineconomicsmathematicsuniversidadedelisboaiseglisbonschoolofeconomicsmanagement
Nanyang Business School, Nanyang Technological University;nanyangbusinessschoolnanyangtechnologicaluniversity
International Monetary Fund (IMF);internationalmonetaryfundimf
Schulich School of Business, York University;schulichschoolofbusinessyorkuniversity
School of Business & Administration Chaohu university;schoolofbusinessadministrationchaohuuniversity
Washington University in St. Louis;washingtonuniversityinstlouis
Thompson Rivers University;thompsonriversuniversity
Federal University Otuoke;federaluniversityotuoke
Board of Governors of the Federal Reserve System;boardofgovernorsofthefederalreservesystem
London School of Economics;londonschoolofeconomics
University of California, Los Angeles (UCLA) - Accounting Area;universityofcalifornialosangelesuclaaccountingarea
George Mason University - Mercatus Center;georgemasonuniversitymercatuscenter
National University of Colombia - School of Management and Accounting;nationaluniversityofcolombiaschoolofmanagementaccounting
University of Virginia - Darden School of Business;universityofvirginiadardenschoolofbusiness
Columbia University - School of International & Public Affairs (SIPA);columbiauniversityschoolofinternationalpublicaffairssipa
Fujimoto Financial Quantitative Research;fujimotofinancialquantitativeresearch
Wichita State University - W. Frank Barton School of Business;wichitastateuniversitywfrankbartonschoolofbusiness
Aarhus University;aarhusuniversity
Islamic Azad University (IAU) - Department of Accounting;islamicazaduniversityiaudepartmentofaccounting
Michigan State University;michiganstateuniversity
Victoria University of Wellington - Te Herenga Waka - School of Accounting and Commercial Law;victoriauniversityofwellingtonteherengawakaschoolofaccountingcommerciallaw
Kobe University - Research Institute for Economics & Business Administration;kobeuniversityresearchinstituteforeconomicsbusinessadministration
Maranatha Christian University;maranathachristianuniversity
Auditor General of Pakistan;auditorgeneralofpakistan
University of Macedonia - Department of Business Administration;universityofmacedoniadepartmentofbusinessadministration
University of Navarra, IESE Business School;universityofnavarraiesebusinessschool
American Accounting Association;americanaccountingassociation
Burapha University;buraphauniversity
Al-Jazira Bank;aljazirabank
New York University (NYU) - Leonard N. Stern School of Business;newyorkuniversitynyuleonardnsternschoolofbusiness
University of Illinois at Chicago - Department of Accounting;universityofillinoisatchicagodepartmentofaccounting
NAMOURA Research Institute;namouraresearchinstitute
University of Western Ontario, Department of Economics, Students;universityofwesternontariodepartmentofeconomicsstudents
University of Iowa - Department of Finance;universityofiowadepartmentoffinance
Bryant University - Bryant Zhuhai;bryantuniversitybryantzhuhai
University of Minnesota - Morris - Division of Social Sciences;universityofminnesotamorrisdivisionofsocialsciences
Sumy State University;sumystateuniversity
University of Northern Colorado - Monfort College of Business;universityofnortherncoloradomonfortcollegeofbusiness
Lehman College;lehmancollege
Audencia Business School;audenciabusinessschool
Ahmadu Bello University;ahmadubellouniversity
Bocconi University - Department of Law;bocconiuniversitydepartmentoflaw
University of Nigeria Enugu Campus;universityofnigeriaenugucampus
University of Aberdeen;universityofaberdeen
Kwik Kian Gie School of Business;kwikkiangieschoolofbusiness
Airlangga University, Students;airlanggauniversitystudents
University of Jember - Faculty of Economics;universityofjemberfacultyofeconomics
Widya Mandala Chatolic University;widyamandalachatolicuniversity
School of Accountancy, J. Mack Robinson College of Business, Georgia State University;schoolofaccountancyjmackrobinsoncollegeofbusinessgeorgiastateuniversity
Campbell University - Norman Adrian Wiggins School of Law;campbelluniversitynormanadrianwigginsschooloflaw
Boston College - Law School;bostoncollegelawschool
Hakim Nezami institution of higher education at Quchan-Iran;hakimnezamiinstitutionofhighereducationatquchaniran
Columbia University, Department of Industrial Engineering and Operations Research (IEOR), Students;columbiauniversitydepartmentofindustrialengineeringoperationsresearchieorstudents
Hitotsubashi University - Graduate School of International Corporate Strategy;hitotsubashiuniversitygraduateschoolofinternationalcorporatestrategy
financeideas.org;financeideasorg
Nigerian Defence Academy;nigeriandefenceacademy
Deutsche Bundesbank;deutschebundesbank
Lancaster University - Lancaster University Management School;lancasteruniversitylancasteruniversitymanagementschool
Duke University;dukeuniversity
ITIF;itif
SDA Bocconi, Bocconi University - Department of Accounting;sdabocconibocconiuniversitydepartmentofaccounting
Amsterdam Business School;amsterdambusinessschool
University of Sri Jayewardenepura;universityofsrijayewardenepura
TIAA;tiaa
University of Texas at Austin;universityoftexasataustin
Universiti Utara Malaysia;universitiutaramalaysia
Lead City University Ibadan Nigeria;leadcityuniversityibadannigeria
Eastern University Sri Lanka;easternuniversitysrilanka
New York University School of Law;newyorkuniversityschooloflaw
Université Paris Nanterre and EconomiX (UMR7235);universitparisnanterreeconomixumr7235
Griffith University - Griffith Business School;griffithuniversitygriffithbusinessschool
University of Arizona, Department of Accounting;universityofarizonadepartmentofaccounting
ESCP Business School, Department of Financial Reporting & Audit;escpbusinessschooldepartmentoffinancialreportingaudit
Ekiti State University;ekitistateuniversity
UNC Chapel Hill;uncchapelhill
University of Piraeus, Department of Banking and Financial Management;universityofpiraeusdepartmentofbankingfinancialmanagement
Korea Institute for National Unification;koreainstitutefornationalunification
University of North Carolina (UNC) at Chapel Hill - Accounting Area;universityofnorthcarolinauncatchapelhillaccountingarea
Boston College;bostoncollege
Office of Financial Research, U.S. Department of the Treasury;officeoffinancialresearchusdepartmentofthetreasury
Sookmyung Women's University;sookmyungwomensuniversity
PraveenM;praveenm
University of Dhaka - Department of Accounting & Information Systems;universityofdhakadepartmentofaccountinginformationsystems
University of Freiburg - Institute of Public Finance;universityoffreiburginstituteofpublicfinance
Business School, University of Aberdeen , Business School, University of Aberdeen;businessschooluniversityofaberdeenbusinessschooluniversityofaberdeen
University of Pittsburgh;universityofpittsburgh
Embry-Riddle Aeronautical University;embryriddleaeronauticaluniversity
Harvard University - Department of Economics;harvarduniversitydepartmentofeconomics
University of California, Berkeley - Haas School of Business;universityofcaliforniaberkeleyhaasschoolofbusiness
Quest International University Perak - Faculty of Integrative Sciences and Technology;questinternationaluniversityperakfacultyofintegrativesciencestechnology
Dep't of Law, Democritus University of Thrace;deptoflawdemocritusuniversityofthrace
Leuphana University of Lueneburg;leuphanauniversityoflueneburg
University of North Texas - Department of Accounting;universityofnorthtexasdepartmentofaccounting
Institute of Accountancy Arusha;instituteofaccountancyarusha
Catholic University of America (CUA);catholicuniversityofamericacua
Universidad del Rosario;universidaddelrosario
Harvard Business School - Finance Unit;harvardbusinessschoolfinanceunit
University of Ljubljana - Faculty of Administration;universityofljubljanafacultyofadministration
Goizueta Business School;goizuetabusinessschool
Kennesaw State University - Michael J. Coles College of Business;kennesawstateuniversitymichaeljcolescollegeofbusiness
University of Delaware - Economics;universityofdelawareeconomics
(HKIMR);hkimr
Sebelas Maret University;sebelasmaretuniversity
Gonzaga University - School of Law;gonzagauniversityschooloflaw
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Moscow Campus;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepamoscowcampus
Budapest Business University;budapestbusinessuniversity
SPQR Technologies Inc;spqrtechnologiesinc
R Street Institute;rstreetinstitute
University of Nebraska at Lincoln - College of Law;universityofnebraskaatlincolncollegeoflaw
Environmental Protection Program;environmentalprotectionprogram
University of Oxford - Faculty of Law;universityofoxfordfacultyoflaw
School of Economics and Management of the University of Bologna;schoolofeconomicsmanagementoftheuniversityofbologna
Universidad Autónoma Metropolitana - Unidad Iztapalapa (UAMI);universidadautnomametropolitanaunidadiztapalapauami
University of Siegen;universityofsiegen
George Mason University;georgemasonuniversity
University of San Diego School of Law;universityofsandiegoschooloflaw
Central Michigan University - Department of Finance and Law;centralmichiganuniversitydepartmentoffinancelaw
Arizona State University (ASU) - Sandra Day O'Connor College of Law;arizonastateuniversityasusandradayoconnorcollegeoflaw
Cornell University - Samuel Curtis Johnson Graduate School of Management;cornelluniversitysamuelcurtisjohnsongraduateschoolofmanagement
University of Central Florida;universityofcentralflorida
Trinity University - Department of Economics;trinityuniversitydepartmentofeconomics
Babson College;babsoncollege
Sidi Mohamed Ben Abdellah University;sidimohamedbenabdellahuniversity
Lexpat Global Services;lexpatglobalservices
Department of Religion, Syracuse University;departmentofreligionsyracuseuniversity
Rutgers Law School;rutgerslawschool
University of Utah - David Eccles School of Business;universityofutahdavidecclesschoolofbusiness
Frankfurt University of Applied Sciences;frankfurtuniversityofappliedsciences
Chapman University - Economic Science Institute;chapmanuniversityeconomicscienceinstitute
Mercatus Center at George Mason University;mercatuscenteratgeorgemasonuniversity
Stockholm University - Swedish Institute for Social Research (SOFI);stockholmuniversityswedishinstituteforsocialresearchsofi
George Mason University - Department of Economics, Mercatus Center at George Mason University;georgemasonuniversitydepartmentofeconomicsmercatuscenteratgeorgemasonuniversity
Wentworth Institute of Technology;wentworthinstituteoftechnology
Loyola University Chicago School of Law;loyolauniversitychicagoschooloflaw
Colorado School of Mines;coloradoschoolofmines
University of Illinois at Urbana-Champaign - Department of Economics;universityofillinoisaturbanachampaigndepartmentofeconomics
Ramkhamhaeng University - Institute of International Studies;ramkhamhaenguniversityinstituteofinternationalstudies
The University of Sydney Law School;theuniversityofsydneylawschool
Texas Tech University - Free Market Institute;texastechuniversityfreemarketinstitute
Fordham University School of Law;fordhamuniversityschooloflaw
Federal Reserve Banks - Federal Reserve Bank of Richmond;federalreservebanksfederalreservebankofrichmond
York University - Schulich School of Business;yorkuniversityschulichschoolofbusiness
Doha Institute for Graduate Studies - School of Public Administration and Development Economics;dohainstituteforgraduatestudiesschoolofpublicadministrationdevelopmenteconomics
Universidad de los Andes, Colombia - Department of Economics;universidaddelosandescolombiadepartmentofeconomics
National Institute of Public Finance and Policy;nationalinstituteofpublicfinancepolicy
Georgetown University Law Center;georgetownuniversitylawcenter
RWTH Aachen University;rwthaachenuniversity
Clemson University - John E. Walker Department of Economics;clemsonuniversityjohnewalkerdepartmentofeconomics
Victoria University;victoriauniversity
Yale University - Yale Program on Financial Stability;yaleuniversityyaleprogramonfinancialstability
New York University (NYU) - Wilf Family Department of Politics;newyorkuniversitynyuwilffamilydepartmentofpolitics
University of Southern California - Sol Price School of Public Policy;universityofsoutherncaliforniasolpriceschoolofpublicpolicy
Universidade Federal de Minas Gerais;universidadefederaldeminasgerais
Tulane University - Law School;tulaneuniversitylawschool
Cornell University;cornelluniversity
Aarhus University - School of Business and Social Sciences;aarhusuniversityschoolofbusinesssocialsciences
Syracuse University College of Law;syracuseuniversitycollegeoflaw
Pole Universitaire Euclid - Pole Universitaire Euclid, Students;poleuniversitaireeuclidpoleuniversitaireeuclidstudents
affiliation not provided to SSRN , Harvard Law School;affiliationnotprovidedtossrnharvardlawschool
Upwork;upwork
National Board of Revenue, Dhaka, Bangladesh (NBR);nationalboardofrevenuedhakabangladeshnbr
UNSW Australia Business School, School of Economics;unswaustraliabusinessschoolschoolofeconomics
Vanderbilt University;vanderbiltuniversity
University of Edinburgh - School of Law;universityofedinburghschooloflaw
Harvard University - Edmond J. Safra Center for Ethics;harvarduniversityedmondjsafracenterforethics
SGH - Warsaw School of Economics;sghwarsawschoolofeconomics
Wilfrid Laurier University;wilfridlaurieruniversity
Fudan University;fudanuniversity
Afe Babalola University;afebabalolauniversity
Karachi University Business School, Students;karachiuniversitybusinessschoolstudents
Penn Wharton Budget Model;pennwhartonbudgetmodel
University of Minnesota - Duluth;universityofminnesotaduluth
Shandong University - School of Economics;shandonguniversityschoolofeconomics
Western Kentucky University;westernkentuckyuniversity
trinitycollegedublin;trinitycollegedublin
kaneffuniversityhospital;kaneffuniversityhospital
Sokoine University of Agriculture;sokoineuniversityofagriculture
St. Joseph's College ʊutonomous), Devagiri;stjosephscollegeutonomousdevagiri
University of Ibadan, Ibadan, Nigeria;universityofibadanibadannigeria
Lok Swasthya SEWA Trust;lokswasthyasewatrust
and University of Bern - Centre for Development;universityofberncentrefordevelopment
massachusettsinstituteoftechnologymit;massachusettsinstituteoftechnologymit
Centre for the Study of Social Inclusion, University of Mysore, Karnataka;centreforthestudyofsocialinclusionuniversityofmysorekarnataka
University of Ilorin;universityofilorin
michiganstateuniversity;michiganstateuniversity
Kyoto University;kyotouniversity
affiliationnotprovidedtossrn;affiliationnotprovidedtossrn
Institute of Economic Growth (IEG);instituteofeconomicgrowthieg
University of Toledo;universityoftoledo
TERI School of Advanced Studies;terischoolofadvancedstudies
Sri Lanka Institute of Information Technology;srilankainstituteofinformationtechnology
Pennsylvania State University - Penn State;pennsylvaniastateuniversitypennstate
American University - School of International Service;americanuniversityschoolofinternationalservice
Doon Business School;doonbusinessschool
University of the Philippines, Los Baños - University of the Philippines Los Banos;universityofthephilippineslosbaosuniversityofthephilippineslosbanos
Southwest University;southwestuniversity
University of Toulouse Capitole - Toulouse School of Economics;universityoftoulousecapitoletoulouseschoolofeconomics
JNTU, Hyderabad-500085;jntuhyderabad500085
Voronezh State Technical University;voronezhstatetechnicaluniversity
Department of Business Administration,, Universitas Padjadjaran, Indonesia;departmentofbusinessadministrationuniversitaspadjadjaranindonesia
United Nations - United Nations University (UNU);unitednationsunitednationsuniversityunu
Boston International College;bostoninternationalcollege
srinivasuniversity;srinivasuniversity
and REGIOlab;regiolab
independent;independent
University of Nebraska Lincoln - College of Business;universityofnebraskalincolncollegeofbusiness
Bank of Italy;bankofitaly
Chinese Academy of Sciences (CAS);chineseacademyofsciencescas
University of Connecticut;universityofconnecticut
Basaveshwar Engineering College;basaveshwarengineeringcollege
Gettysburg College - Department of Economics;gettysburgcollegedepartmentofeconomics
Asian Institute of Technology (AIT) - School of Environment, Resources & Development;asianinstituteoftechnologyaitschoolofenvironmentresourcesdevelopment
University of California, Berkeley;universityofcaliforniaberkeley
National Aerospace University named after N.E. Zhukovsky;nationalaerospaceuniversitynamedafternezhukovsky
Smart Alliance Consulting Services Ltd;smartallianceconsultingservicesltd
Mangalore University;mangaloreuniversity
University of California, Santa Barbara (UCSB);universityofcaliforniasantabarbaraucsb
University of Alberta;universityofalberta
Humboldt University of Berlin;humboldtuniversityofberlin
nationalresearchinstitutepibinstituteofagriculturalfoodeconomicsnationalresearchinstituteiafenri;nationalresearchinstitutepibinstituteofagriculturalfoodeconomicsnationalresearchinstituteiafenri
University of the Punjab (PU) - Department of Economics;universityofthepunjabpudepartmentofeconomics
centerfordevelopmentresearchzefuniversityofbonn;centerfordevelopmentresearchzefuniversityofbonn
affiliationnotprovidedtossrnrussianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch;affiliationnotprovidedtossrnrussianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch
instituteofagriculturaleconomics;instituteofagriculturaleconomics
Sungkyunkwan University;sungkyunkwanuniversity
cornelluniversity;cornelluniversity
Department of Management, Jamia Hamdard;departmentofmanagementjamiahamdard
University of Western Macedonia;universityofwesternmacedonia
West Virginia University;westvirginiauniversity
Indira Gandhi Government PG College;indiragandhigovernmentpgcollege
Swami Vivekananda Govt. P.G. College;swamivivekanandagovtpgcollege
Johns Hopkins University;johnshopkinsuniversity
IT for Change;itforchange
Faculty of Agriculture, Annamalai University;facultyofagricultureannamalaiuniversity
Aligarh Muslim University (AMU);aligarhmuslimuniversityamu
American Academy of Arts & Sciences;americanacademyofartssciences
Alagappa University;alagappauniversity
rzeszowuniversityoftechnology;rzeszowuniversityoftechnology
poznanuniversityoflifesciencespoland;poznanuniversityoflifesciencespoland
University of Burdwan, India;universityofburdwanindia
Ethiopian Economics Association/Ethiopian Economic Policy Research Institute;ethiopianeconomicsassociationethiopianeconomicpolicyresearchinstitute
Sudanese Environment Conservation Society;sudaneseenvironmentconservationsociety
Hebrew University of Jerusalem - Department of Environmental Economics & Management;hebrewuniversityofjerusalemdepartmentofenvironmentaleconomicsmanagement
Navrachana University;navrachanauniversity
State Agriculture University from Moldova;stateagricultureuniversityfrommoldova
Agricultural Institute of Slovenia, Department of Agricultural Economics;agriculturalinstituteofsloveniadepartmentofagriculturaleconomics
University of Rzeszów, Faculty of Economics;universityofrzeszwfacultyofeconomics
Systems Research Institute, Polish Academy of Sciences;systemsresearchinstitutepolishacademyofsciences
Federal instituteofagriculturaleconomics;federalinstituteofagriculturaleconomics
warsawschoolofeconomicssgh;warsawschoolofeconomicssgh
Poznan University of Life Sciences;poznanuniversityoflifesciences
Research instituteofagriculturaleconomics, Budapest;researchinstituteofagriculturaleconomicsbudapest
Institute for Regional Development – Eurac Research;instituteforregionaldevelopmenteuracresearch
universityofadelaide - Centre for International Economic Studies (CIES);universityofadelaidecentreforinternationaleconomicstudiescies
Economic Research Service (ERS), Science & Technology PPQ;economicresearchserviceerssciencetechnologyppq
internationalfoodpolicyresearchinstituteifpri;internationalfoodpolicyresearchinstituteifpri
University of Arizona;universityofarizona
indianinstituteofforeigntradecentreforwtostudies;indianinstituteofforeigntradecentreforwtostudies
Department of Economics. BBAU, Lucknow;departmentofeconomicsbbaulucknow
bostoncollege;bostoncollege
The University of Manchester - Manchester Business School;theuniversityofmanchestermanchesterbusinessschool
Center for Indian Country Development, Federal Reserve Bank of Minneapolis;centerforindiancountrydevelopmentfederalreservebankofminneapolis
K. J. Somaiya College of Science & Commerce;kjsomaiyacollegeofsciencecommerce
Annamalai University;annamalaiuniversity
Alagappa University - Department of Commerce;alagappauniversitydepartmentofcommerce
Madras Christian College - Department of Commerce;madraschristiancollegedepartmentofcommerce
Hogan Lovells;hoganlovells
University of Manchester, Global Development Institute, Students;universityofmanchesterglobaldevelopmentinstitutestudents
Universidad Simón Bolívar (USB);universidadsimnbolvarusb
University of Waterloo;universityofwaterloo
Government of the United Kingdom - Department for International Development (DFID);governmentoftheunitedkingdomdepartmentforinternationaldevelopmentdfid
University of Messina;universityofmessina
Haluoleo University;haluoleouniversity
East West Center&rsquos Research Program;eastwestcenterrsquosresearchprogram
University of Miami - School of Law;universityofmiamischooloflaw
International Fund for Agricultural Development (IFAD);internationalfundforagriculturaldevelopmentifad
Periyar University;periyaruniversity
Yale University;yaleuniversity
Oxford Department of International Development;oxforddepartmentofinternationaldevelopment
azerbaijanstateuniversityofeconomicsunec;azerbaijanstateuniversityofeconomicsunec
universityofgttingen;universityofgttingen
Washington State University;washingtonstateuniversity
popejohnpauliistateschoolofhighervocationaleducation;popejohnpauliistateschoolofhighervocationaleducation
warsawuniversityoflifesciences;warsawuniversityoflifesciences
Ukraine Academy of Financial Management;ukraineacademyoffinancialmanagement
Johns Hopkins University - Carey Business School;johnshopkinsuniversitycareybusinessschool
The Brookings Institution;thebrookingsinstitution
Jadavpur University;jadavpuruniversity
Bidhan Chandra Krishi Vishwavidyalaya;bidhanchandrakrishivishwavidyalaya
Brown University - Department of Sociology;brownuniversitydepartmentofsociology
Pukyong National University;pukyongnationaluniversity
University of Belgrade, Faculty of Economics;universityofbelgradefacultyofeconomics
Kyungpook National University;kyungpooknationaluniversity
unitednationsdevelopmentprogramme (UNDP);unitednationsdevelopmentprogrammeundp
Chungbuk National University - Department of International Business;chungbuknationaluniversitydepartmentofinternationalbusiness
U.S. Department of Agriculture (USDA);usdepartmentofagricultureusda
ICAR-Agricultural Technology Application Research Institute,Jodhpur,India;icaragriculturaltechnologyapplicationresearchinstitutejodhpurindia
yorkuniversityschulichschoolofbusiness;yorkuniversityschulichschoolofbusiness
German Development Institute / Deutsches Institut für Entwicklungspolitik (DIE);germandevelopmentinstitutedeutschesinstitutfrentwicklungspolitikdie
Swiss German University;swissgermanuniversity
russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepa;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepa
theuniversityofsydneylawschool;theuniversityofsydneylawschool
Government Degree College;governmentdegreecollege
Stellenbosch University;stellenboschuniversity
University of Ruhuna;universityofruhuna
universityofoxford - Said Business School;universityofoxfordsaidbusinessschool
solapuruniversityshrisantdamajicollege;solapuruniversityshrisantdamajicollege
Technical University of Dortmund;technicaluniversityofdortmund
MPNMJ Engineering College - Department of Management Studies;mpnmjengineeringcollegedepartmentofmanagementstudies
massachusettsinstituteoftechnologymitdepartmentofeconomics, University of California, San Diego (UCSD) - Department of Economics;massachusettsinstituteoftechnologymitdepartmentofeconomicsuniversityofcaliforniasandiegoucsddepartmentofeconomics
Chelyabinsk State University;chelyabinskstateuniversity
University of Illinois;universityofillinois
Nnamdi Azikiwe University Awka, Nigeria;nnamdiazikiweuniversityawkanigeria
Lithuanian Institute of Agrarian Economics (LAEI);lithuanianinstituteofagrarianeconomicslaei
Management Development Institute , Management Development Institute Murshidabad;managementdevelopmentinstitutemanagementdevelopmentinstitutemurshidabad
Assam University, Silchar;assamuniversitysilchar
Russian State Agrarian University-Moscow Agricultural Timiryazev Academy;russianstateagrarianuniversitymoscowagriculturaltimiryazevacademy
worldbank;worldbank
worldbankdevelopmentresearchgroupdecrg;worldbankdevelopmentresearchgroupdecrg
LEAD Analytics;leadanalytics
Purdue University - Center for Global Trade Analysis;purdueuniversitycenterforglobaltradeanalysis
Peking University - China Center for Economic Research;pekinguniversitychinacenterforeconomicresearch
Jelden Par;jeldenpar
University of Buea;universityofbuea
University of Nairobi;universityofnairobi
University of Colorado at Boulder;universityofcoloradoatboulder
universityofzimbabwe;universityofzimbabwe
Yale University - School of Forestry & Environmental Studies;yaleuniversityschoolofforestryenvironmentalstudies
worldbank - International Trade Division;worldbankinternationaltradedivision
Fellow, Institute for the Study of Labor (IZA);fellowinstituteforthestudyoflaboriza
Department of Agricultural & Resource Economics;departmentofagriculturalresourceeconomics
European University Institute - Robert Schuman Centre for Advanced Studies (RSCAS);europeanuniversityinstituterobertschumancentreforadvancedstudiesrscas
Barkatullah University;barkatullahuniversity
Indiana University;indianauniversity
Swedish University of Agricultural Sciences (SLU) - Department of Economics;swedishuniversityofagriculturalsciencessludepartmentofeconomics
ETH Zürich - CER-ETH - Center of Economic Research at ETH Zurich;ethzrichcerethcenterofeconomicresearchatethzurich
U.S. Department of Agriculture (USDA) - Economic Research Service (ERS);usdepartmentofagricultureusdaeconomicresearchserviceers
The Citadel;thecitadel
clemsonuniversityjohnewalkerdepartmentofeconomics;clemsonuniversityjohnewalkerdepartmentofeconomics
University of Al-Qadisiyah;universityofalqadisiyah
Brown University, Department of Economics;brownuniversitydepartmentofeconomics
University of British Columbia (UBC);universityofbritishcolumbiaubc
istanbulmedeniyetuniversity;istanbulmedeniyetuniversity
Centro Universitario de la Defensa de Zaragoza;centrouniversitariodeladefensadezaragoza
University of Lagos - Department of Accounting;universityoflagosdepartmentofaccounting
Kampala International University;kampalainternationaluniversity
University of St Andrews;universityofstandrews
Manhattan University;manhattanuniversity
stanfordgraduateschoolofbusiness;stanfordgraduateschoolofbusiness
Griffith University;griffithuniversity
Shanghai Jiao Tong University (SJTU) - Shanghai Advanced Institute of Finance (SAIF);shanghaijiaotonguniversitysjtushanghaiadvancedinstituteoffinancesaif
OiCOS Technologies GmbH;oicostechnologiesgmbh
Islamic Azad University (IAU) - Tehran North Branch;islamicazaduniversityiautehrannorthbranch
Yuan Ze University;yuanzeuniversity
Qatar University;qataruniversity
Indiana University - Kelley School of Business - Department of Accounting;indianauniversitykelleyschoolofbusinessdepartmentofaccounting
templeuniversitydepartmentofaccounting;templeuniversitydepartmentofaccounting
European Central Bank (ECB);europeancentralbankecb
Australian Catholic University;australiancatholicuniversity
internationalmonetaryfundimf;internationalmonetaryfundimf
Industrial University of Ho Chi Minh City;industrialuniversityofhochiminhcity
georgemasonuniversitydepartmentofeconomics;georgemasonuniversitydepartmentofeconomics
columbiauniversitycolumbiabusinessschool;columbiauniversitycolumbiabusinessschool
NORC at the University of Chicago;norcattheuniversityofchicago
Sveriges Riksbank;sverigesriksbank
aaltouniversitydepartmentofaccountingfinance;aaltouniversitydepartmentofaccountingfinance
Indian Institute of Technology (IIT), Kanpur - Department of Economic Sciences;indianinstituteoftechnologyiitkanpurdepartmentofeconomicsciences
Ashoka University - Department of Economics;ashokauniversitydepartmentofeconomics
universityofaucklandbusinessschool;universityofaucklandbusinessschool
universityofzambiaunza;universityofzambiaunza
Arizona State University (ASU) - W.P. Carey School of Business;arizonastateuniversityasuwpcareyschoolofbusiness
Macalester College - Department of Economics;macalestercollegedepartmentofeconomics
WU viennauniversityofeconomicsbusiness;wuviennauniversityofeconomicsbusiness
Fordham university;fordhamuniversity
babsoncollege;babsoncollege
Utrecht University;utrechtuniversity
Yale University - Department of Economics;yaleuniversitydepartmentofeconomics
Tokyo Institute of Technology;tokyoinstituteoftechnology
South Eastern University of Sri Lanka;southeasternuniversityofsrilanka
ESCP Business School;escpbusinessschool
atmajayamakassaruniversity;atmajayamakassaruniversity
University of Oslo - Department of Economics;universityofoslodepartmentofeconomics
istariuluniversityinstituteoflisbon;istariuluniversityinstituteoflisbon
Grundtvig Polytechnic, Oba, Nigeria;grundtvigpolytechnicobanigeria
University of Sheffield;universityofsheffield
University of Toulouse 3 - Laboratoire de Gestion et des Transitions Organisationnelles LGTO;universityoftoulouse3laboratoiredegestionetdestransitionsorganisationnelleslgto
universityofsiegen, Chair of Accounting & Corporate Governance;universityofsiegenchairofaccountingcorporategovernance
Alma Mater Studiorum University of Bologna;almamaterstudiorumuniversityofbologna
Misurata University;misuratauniversity
Kansas State University;kansasstateuniversity
princetonuniversity - Research Program in Development Studies;princetonuniversityresearchprogramindevelopmentstudies
