raw_name;cleaned_name
National University of Singapore (NUS) - Department of Economics;nationaluniversityofsingaporenusdepartmentofeconomics
North Carolina State University;northcarolinastateuniversity
Panteion University of Athens;panteionuniversityofathens
University of Tsukuba - Faculty of Engineering, Information and Systems;universityoftsukubafacultyofengineeringinformationsystems
Associate Professor, VES Institute of Management and Research, Mumbai, India;associateprofessorvesinstituteofmanagementresearchmumbaiindia
Deutsche Bundesbank - Deutsche Bundesbank Research Data and Service Centre;deutschebundesbankdeutschebundesbankresearchdataservicecentre
London School of Economics - Grantham Research Institute on Climate Change and the Environment;londonschoolofeconomicsgranthamresearchinstituteonclimatechangetheenvironment
Harvard University - Harvard Global Health Institute;harvarduniversityharvardglobalhealthinstitute
Gandhi Institute of Technology and Management (GITAM), Institute of Management, GITAM Deemed to be University;gandhiinstituteoftechnologymanagementgitaminstituteofmanagementgitamdeemedtobeuniversity
International Journal of Innovative Research & Scientific Studies (IJIRSS) and Fujian Agriculture;internationaljournalofinnovativeresearchscientificstudiesijirssfujianagriculture
Assistant Professor, Research and Strategic Studies Lebanese French University and Assistant Professor, Director of Research;assistantprofessorresearchstrategicstudieslebanesefrenchuniversityassistantprofessordirectorofresearch
National Center for Scientific Research (CNRS), CNRS and SCIENCES PO PARIS;nationalcenterforscientificresearchcnrscnrssciencespoparis
University of Delhi - Jesus and Mary College;universityofdelhijesusmarycollege
University of Warsaw - Faculty of Mathematics, Informatics, and Mechanics;universityofwarsawfacultyofmathematicsinformaticsmechanics
Global Health and Tropical Medicine, Instituto de Higiene e Medicina Tropical, Universidade Nova de Lisboa, Lisbon, Portugal;globalhealthtropicalmedicineinstitutodehigieneemedicinatropicaluniversidadenovadelisboalisbonportugal
Department of Social Work and Social Administration, Makerere University;departmentofsocialworksocialadministrationmakerereuniversity
Harvard University - Brigham;harvarduniversitybrigham
Bar-Ilan University - Graduate School of Business Administration;barilanuniversitygraduateschoolofbusinessadministration
University of Salerno - Dept. of Economics and Statistics;universityofsalernodeptofeconomicsstatistics
Fraunhofer ISI and Fraunhofer Institute for Systems;fraunhoferisifraunhoferinstituteforsystems
Centre for Simulation, Analytics, and Modelling, The University of Exeter Business School;centreforsimulationanalyticsmodellingtheuniversityofexeterbusinessschool
College de France and London School of Economics and Political Science, Fellow;collegedefrancelondonschoolofeconomicspoliticalsciencefellow
Monash University and Chongqing University - School of Economy;monashuniversitychongqinguniversityschoolofeconomy
University of Barcelona - Institut d'Economia de Barcelona (IEB);universityofbarcelonainstitutdeconomiadebarcelonaieb
Tumkur University - Department of Studies and Research in Commerce;tumkuruniversitydepartmentofstudiesresearchincommerce
Faculty, Post-Graduate studies and Research in Commerce, University of Mysore, Mysore (D), Karnataka, India and Research Scholar, Post-Graduate studies;facultypostgraduatestudiesresearchincommerceuniversityofmysoremysoredkarnatakaindiaresearchscholarpostgraduatestudies
The University of Hong Kong - Department of Politics;theuniversityofhongkongdepartmentofpolitics
TNO Strategy and Policy;tnostrategypolicy
LBJ School of Public Affairs and RGK Center, UT Austin;lbjschoolofpublicaffairsrgkcenterutaustin
Zhejiang University and Zhejiang University - Institute of Land Science;zhejianguniversityzhejianguniversityinstituteoflandscience
Istanbul University and  Istanbul University Faculty of Transportation;istanbuluniversityistanbuluniversityfacultyoftransportation
University of Connecticut - School of Business;universityofconnecticutschoolofbusiness
George Washington University - School of Public Policy and Public Administration (SPPPA);georgewashingtonuniversityschoolofpublicpolicypublicadministrationspppa
Computational Communication Laboratory, School of Journalism and Communication, Nanjing University;computationalcommunicationlaboratoryschoolofjournalismcommunicationnanjinguniversity
Faculty of Agriculture, Djuanda University;facultyofagriculturedjuandauniversity
Radford University - Department of Recreation, Parks, and Tourism;radforduniversitydepartmentofrecreationparkstourism
Cihan University and Arab Academy for Banking and Financial Sciences - Banking;cihanuniversityarabacademyforbankingfinancialsciencesbanking
International Strategic Management Association;internationalstrategicmanagementassociation
Institute of Science and Development, Chinese Academy of Sciences and Institutes of Science;instituteofsciencedevelopmentchineseacademyofsciencesinstitutesofscience
DISEIS, Faculty of Political and Social Sciences, Universita' Cattolica del Sacro Cuore;diseisfacultyofpoliticalsocialsciencesuniversitacattolicadelsacrocuore
Graduate School of Public Administration, National Institute of Development Administration, Thailand;graduateschoolofpublicadministrationnationalinstituteofdevelopmentadministrationthailand
Mathematical Institute, University of Oxford and Oxford Man Institute;mathematicalinstituteuniversityofoxfordoxfordmaninstitute
California State Polytechnic University, Pomona - Finance, Real Estate and Law Department;californiastatepolytechnicuniversitypomonafinancerealestatelawdepartment
Ecole Polytechnique and Ecole Polytechnique, Palaiseau - CMAP CNRS-UMR 7641;ecolepolytechniqueecolepolytechniquepalaiseaucmapcnrsumr7641
Panteion University of Social and Political Sciences - Department of Economics and Regional Development;panteionuniversityofsocialpoliticalsciencesdepartmentofeconomicsregionaldevelopment
Government of the State of Hawaii - Department of Business, Economic Development, and Tourism;governmentofthestateofhawaiidepartmentofbusinesseconomicdevelopmenttourism
Lovely Professional University - Mittal School of Business;lovelyprofessionaluniversitymittalschoolofbusiness
European Bank for Reconstruction and Development;europeanbankforreconstructiondevelopment
Xi&rsquoan University of Science and Technology - College of Geomatics;xirsquoanuniversityofsciencetechnologycollegeofgeomatics
Department of Finance and Banking, Islamic University, Bangladesh;departmentoffinancebankingislamicuniversitybangladesh
Research Scholar & Assistant Professor of Commerce, PG and Research Department of Commerce, A.D.M. College for Women (Autonomous), (Affiliated to Bharathidasan University), Nagapattinam, Tamilnadu, In and Research Advisor, Head & Associate Professor of Commerce, PG;researchscholarassistantprofessorofcommercepgresearchdepartmentofcommerceadmcollegeforwomenautonomousaffiliatedtobharathidasanuniversitynagapattinamtamilnaduinresearchadvisorheadassociateprofessorofcommercepg
Faculty of Business Economics and Communications, Naresuan University, Thailand;facultyofbusinesseconomicscommunicationsnaresuanuniversitythailand
University of Siena - Department of Political and International Sciences;universityofsienadepartmentofpoliticalinternationalsciences
Centre interuniversitaire sur le risque, les politiques économiques et l'emploi (CIRPÉE);centreinteruniversitairesurlerisquelespolitiquesconomiquesetlemploicirpe
The Ohio State University-City and Regional Planning and Schar School of Policy;theohiostateuniversitycityregionalplanningscharschoolofpolicy
University of Vienna - Faculty of Business, Economics, and Statistics;universityofviennafacultyofbusinesseconomicsstatistics
College of Interdisciplinary Studies, Thammasat University, Thailand;collegeofinterdisciplinarystudiesthammasatuniversitythailand
Department of Information System Computer, Collage of Computer Science and Information Technology, University of Sumer, Dhiqar, Iraq;departmentofinformationsystemcomputercollageofcomputerscienceinformationtechnologyuniversityofsumerdhiqariraq
University of Macerata - Department of Economics and Law;universityofmaceratadepartmentofeconomicslaw
Tilburg University - Tilburg University School of Economics and Management and Tilburg University - Center;tilburguniversitytilburguniversityschoolofeconomicsmanagementtilburguniversitycenter
Independent and Organisation for Economic Co-Operation and Development (OECD), Directorate for Science, Technology;independentorganisationforeconomiccooperationdevelopmentoecddirectorateforsciencetechnology
Addis Ababa Science and Technology University and Research;addisababasciencetechnologyuniversityresearch
Columbia University - Columbia Business School, Decision Risk;columbiauniversitycolumbiabusinessschooldecisionrisk
Amazon and Rutgers Business School - Newark;amazonrutgersbusinessschoolnewark
Comenius University - Faculty of Mathematics, Physics;comeniusuniversityfacultyofmathematicsphysics
Hashemite University - Department of English Language;hashemiteuniversitydepartmentofenglishlanguage
Russian Customs Academy - Institute of Distance Education, retraining and improvement of the quality;russiancustomsacademyinstituteofdistanceeducationretrainingimprovementofthequality
Institute of Legislation;instituteoflegislation
Economy Monitor;economymonitor
UN Women;unwomen
Université Laval - Faculté des Sciences et Génie;universitlavalfacultdessciencesetgnie
University of Bristol - Leverhulme Centre for Market and Public Organisation (CMPO);universityofbristolleverhulmecentreformarketpublicorganisationcmpo
National Institute of Water;nationalinstituteofwater
NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS;nationalkapodistrianuniversityofathens
IFAD and Food;ifadfood
Prof. Jayashankar Telangana State Agricultural University (PJTSAU), Department of Home Science Extension and Communication Management, Students;profjayashankartelanganastateagriculturaluniversitypjtsaudepartmentofhomescienceextensioncommunicationmanagementstudents
University of Oxford - Oxford Poverty & Human Development Initiative;universityofoxfordoxfordpovertyhumandevelopmentinitiative
Economic and Social Research Institute (ESRI) and The Economics;economicsocialresearchinstituteesritheeconomics
SCHOOL OF COMMERCE;schoolofcommerce
Agostino and Associates, PC - New Jersey Office and Agostino;agostinoassociatespcnewjerseyofficeagostino
University of Angers and William;universityofangerswilliam
Romanian Academy - Centre of Financial;romanianacademycentreoffinancial
University of Illinois at Urbana-Champaign and U.S. Census Bureau, Social, Economic;universityofillinoisaturbanachampaignuscensusbureausocialeconomic
TILEC and CentER, Tilburg University;tileccentertilburguniversity
Getulio Vargas Foundation, School of Public Policy;getuliovargasfoundationschoolofpublicpolicy
Academia de Științe ale Securității Naționale;academiadetiinealesecuritiinaionale
World Bank and Europe and Central Asia Region, World Bank - Poverty Reduction;worldbankeuropecentralasiaregionworldbankpovertyreduction
University of California, Davis;universityofcaliforniadavis
Asian Development Bank - Economic Research;asiandevelopmentbankeconomicresearch
Center for Contract and Economic Organization;centerforcontracteconomicorganization
Clemson University - Midwest Center for Economic Engagement and Research;clemsonuniversitymidwestcenterforeconomicengagementresearch
National Scientific and Methodological Centre of Agrarian Education;nationalscientificmethodologicalcentreofagrarianeducation
Department of Electronics and Communications, D.N.R. College of Engineering and Technology, Bhimavaram, Andhra Pradesh, India;departmentofelectronicscommunicationsdnrcollegeofengineeringtechnologybhimavaramandhrapradeshindia
University of New South Wales (UNSW) - School of Civil and Environmental Engineering;universityofnewsouthwalesunswschoolofcivilenvironmentalengineering
University of Rome, Tor Vergata, Faculty of Economics, Department of Economics and Finance;universityofrometorvergatafacultyofeconomicsdepartmentofeconomicsfinance
International Hellenic University (IHU) and Eastern Macedonia;internationalhellenicuniversityihueasternmacedonia
Budapest University of Technology and Economics;budapestuniversityoftechnologyeconomics
affiliation not provided to SSRN and Xinjiang University - College of Mathematics;affiliationnotprovidedtossrnxinjianguniversitycollegeofmathematics
Zagreb School of Economics and Management;zagrebschoolofeconomicsmanagement
Motu Economic and Public Policy Research;motueconomicpublicpolicyresearch
Young Power in Social Action, Chittagong, Bangladesh and Deck;youngpowerinsocialactionchittagongbangladeshdeck
Salisbury University - Department of Economics and Finance;salisburyuniversitydepartmentofeconomicsfinance
International Monetary Fund - Monetary and Capital Markets Department;internationalmonetaryfundmonetarycapitalmarketsdepartment
Youth Empowerment and Education Support Organization;youthempowermenteducationsupportorganization
University of Applied Studies and Research Harz;universityofappliedstudiesresearchharz
The University of Sydney - School of Mathematics and Statistics;theuniversityofsydneyschoolofmathematicsstatistics
College of Agricultural Sciences, Department of Agricultural Economics and Rural Sociology, Pennsylvania State University - Operations Research Faculty;collegeofagriculturalsciencesdepartmentofagriculturaleconomicsruralsociologypennsylvaniastateuniversityoperationsresearchfaculty
Department of Business, Economics, and Informatics;departmentofbusinesseconomicsinformatics
United Nations Industrial Development Organization;unitednationsindustrialdevelopmentorganization
Banwo and Ighodalo;banwoighodalo
Lancaster University - Mathematics and Statistics;lancasteruniversitymathematicsstatistics
The Research Institute for Agrarian Economy and Rural Development;theresearchinstituteforagrarianeconomyruraldevelopment
Cardiff University - School of Geography and Planning;cardiffuniversityschoolofgeographyplanning
Geethanjali Institute of Science and Technology,Nellore, Andhra Pradesh,India;geethanjaliinstituteofsciencetechnologynelloreandhrapradeshindia
AMA International University, College of Administrative and Financial Sciences;amainternationaluniversitycollegeofadministrativefinancialsciences
Social;social
Association of Regional Econometrics and Environmental Studies;associationofregionaleconometricsenvironmentalstudies
International Monetary Fund (IMF) - Policy Development and Review Department;internationalmonetaryfundimfpolicydevelopmentreviewdepartment
Montpellier Business School- Energy and Sustainable Development;montpellierbusinessschoolenergysustainabledevelopment
Wuhan University - School of Economics and Management;wuhanuniversityschoolofeconomicsmanagement
U.S. Centers for Disease Control and Prevention;uscentersfordiseasecontrolprevention
Silicon Flatirons Center for Law, Technology, and Entrepreneurship;siliconflatironscenterforlawtechnologyentrepreneurship
Ph.D. Scholar, BVIMR, New Delhi, India;phdscholarbvimrnewdelhiindia
University of Indonesia (UI), Faculty of Economics and Business, Students;universityofindonesiauifacultyofeconomicsbusinessstudents
Chinese Academy of Sciences (CAS) - Institutes of Science and Development;chineseacademyofsciencescasinstitutesofsciencedevelopment
University of Bayreuth;universityofbayreuth
University of Minho - School of Economics and Management;universityofminhoschoolofeconomicsmanagement
Organization for Economic Co-Operation and Development (OECD);organizationforeconomiccooperationdevelopmentoecd
"University of Bari ""Aldo Moro"" - Department of Economics, Management and Business Law";universityofbarialdomorodepartmentofeconomicsmanagementbusinesslaw
Sunway University - Department of Economics and Finance;sunwayuniversitydepartmentofeconomicsfinance
University of Minnesota - College of Agricultural, Food and Environmental Sciences - Department of Applied Economics;universityofminnesotacollegeofagriculturalfoodenvironmentalsciencesdepartmentofappliedeconomics
International Political Economy at  the Ghent Institute for International and European Studies (GIES);internationalpoliticaleconomyattheghentinstituteforinternationaleuropeanstudiesgies
Islamic Azad University (IAU) - Science and Research Branch;islamicazaduniversityiauscienceresearchbranch
Sapienza University - Department of Social Science and Economics;sapienzauniversitydepartmentofsocialscienceeconomics
European University Institute - Economics Department (ECO), Leibniz  Universität Hannover - Faculty of Economics and Management;europeanuniversityinstituteeconomicsdepartmentecoleibnizuniversitthannoverfacultyofeconomicsmanagement
Departement of Economic and Social History;departementofeconomicsocialhistory
Department of Financial Management, University of Pretoria, Department of Accounting;departmentoffinancialmanagementuniversityofpretoriadepartmentofaccounting
University Grenoble Alpes - Center for Studies and Applied Research in Management (CERAG);universitygrenoblealpescenterforstudiesappliedresearchinmanagementcerag
University of Liège - Research Center on Public and Population Economics;universityofligeresearchcenteronpublicpopulationeconomics
Center for Research in Economics and Statistics;centerforresearchineconomicsstatistics
Research Center of Advanced Robotics and Environmental Science (CYBRES);researchcenterofadvancedroboticsenvironmentalsciencecybres
Faculty of Economics and Business;facultyofeconomicsbusiness
Department of Sociology, Faculty of Social Humanities, Social and Management Sciences Edwin Clark University, Kiagbodo, Delta State;departmentofsociologyfacultyofsocialhumanitiessocialmanagementsciencesedwinclarkuniversitykiagbododeltastate
Southern Connecticut State University - Department of Economics and Finance;southernconnecticutstateuniversitydepartmentofeconomicsfinance
Nelson Mandela African Institution of Science and Technology Arusha-Tanzania;nelsonmandelaafricaninstitutionofsciencetechnologyarushatanzania
University of Bordeaux (GREThA) Research Group in Theoretical and Applied Economics, Students;universityofbordeauxgretharesearchgroupintheoreticalappliedeconomicsstudents
University of Shanghai for Science and Technology;universityofshanghaiforsciencetechnology
Bank for International Settlements (BIS) - Committee on Payments and Market Infrastructures;bankforinternationalsettlementsbiscommitteeonpaymentsmarketinfrastructures
Jumbunna Institute for Indigenous Education and Research,University of Technology Sydney;jumbunnainstituteforindigenouseducationresearchuniversityoftechnologysydney
University of Oxford - Said Business School;universityofoxfordsaidbusinessschool
AMPHI Research;amphiresearch
Ente Ospedaliero Cantonale of Lugano - Department of Obstetrics;enteospedalierocantonaleofluganodepartmentofobstetrics
Autonomous University of Barcelona - MOVE (Markets, Organizations and Votes in Economics);autonomousuniversityofbarcelonamovemarketsorganizationsvotesineconomics
"Federal State Budgetary Institution of Science ""All-Russian National Research Institute of Viticulture";federalstatebudgetaryinstitutionofscienceallrussiannationalresearchinstituteofviticulture
St. Xavier's College (Autonomous);stxavierscollegeautonomous
Caplin and Drysdale - Washington, D.C. Office;caplindrysdalewashingtondcoffice
Banco Central do Brasil;bancocentraldobrasil
World Bank - Agriculture and Rural Development Department;worldbankagricultureruraldevelopmentdepartment
Romanian Academy - National Institute of Economic Research, Romania;romanianacademynationalinstituteofeconomicresearchromania
Bocconi University - Department of Policy Analysis and Public Management;bocconiuniversitydepartmentofpolicyanalysispublicmanagement
Defence Science and Technology Group;defencesciencetechnologygroup
Xiamen University;xiamenuniversity
Stony Brook University-Department of Applied Mathematics and Statistics;stonybrookuniversitydepartmentofappliedmathematicsstatistics
Islamic Azad University (IAU) - Department of Management;islamicazaduniversityiaudepartmentofmanagement
Southeast University;southeastuniversity
Stockholm University - Department of Economics and Kadir Has University, International Trade;stockholmuniversitydepartmentofeconomicskadirhasuniversityinternationaltrade
IESEG School of Management (LEM-CNRS), Department of Economics;iesegschoolofmanagementlemcnrsdepartmentofeconomics
Aarhus University and Republic of Kazakhstan - Kazakhstan Institute of Management, Economics;aarhusuniversityrepublicofkazakhstankazakhstaninstituteofmanagementeconomics
European Systemic Risk Board;europeansystemicriskboard
m Ideas and Research;mideasresearch
Wellesley College;wellesleycollege
METU Department of Business Administration;metudepartmentofbusinessadministration
Bangladesh University of Engineering and Technology (BUET) - Department of Urban;bangladeshuniversityofengineeringtechnologybuetdepartmentofurban
VSB College of Engineering;vsbcollegeofengineering
Ifo Institute for Economic Research - International Trade;ifoinstituteforeconomicresearchinternationaltrade
Nanyang Technological University (NTU) - School of Physical;nanyangtechnologicaluniversityntuschoolofphysical
University of California, Berkeley - Charles and Louise Travers Department of Political Science;universityofcaliforniaberkeleycharleslouisetraversdepartmentofpoliticalscience
University of Texas Rio Grande Valley (UTRGV) (Formerly University of Texas-Pan American) - Robert C. Vackar College of Business and Entrepreneurship;universityoftexasriograndevalleyutrgvformerlyuniversityoftexaspanamericanrobertcvackarcollegeofbusinessentrepreneurship
EcoAustria;ecoaustria
Iowa State University - Department of Industrial;iowastateuniversitydepartmentofindustrial
University of Siena - School of Economics and Management;universityofsienaschoolofeconomicsmanagement
Legal Studies Program, Department of Political Science, U. of Massachusetts Amherst;legalstudiesprogramdepartmentofpoliticalscienceuofmassachusettsamherst
University of Melbourne;universityofmelbourne
Escola Bahiana de Medicina e Saúde Pública - Post-graduate Program of Medicine and Human Health;escolabahianademedicinaesadepblicapostgraduateprogramofmedicinehumanhealth
Széchenyi István University, Kautz Gyula Faculty of Economics, Department of Logistics;szchenyiistvnuniversitykautzgyulafacultyofeconomicsdepartmentoflogistics
The University of Commerce;theuniversityofcommerce
World Bank Group;worldbankgroup
National Institute for Materials Science - Research Center for Magnetic;nationalinstituteformaterialsscienceresearchcenterformagnetic
Marmara University - School of Banking and Insurance;marmarauniversityschoolofbankinginsurance
International Labour Organization (ILO) and International Centre for Diarrheal Disease Research (ICDDR&rsquoB) - Health Systems;internationallabourorganizationilointernationalcentrefordiarrhealdiseaseresearchicddrrsquobhealthsystems
M.Tech Computer Science and Engineering, Delhi Technological University, India;mtechcomputerscienceengineeringdelhitechnologicaluniversityindia
Max Planck Institute for the Study of Religious and Ethnic Diversity;maxplanckinstituteforthestudyofreligiousethnicdiversity
Columbia University;columbiauniversity
National Bank of Belgium - Department of International Cooperation and Financial Stability;nationalbankofbelgiumdepartmentofinternationalcooperationfinancialstability
World Bank, University of Rome Tor Vergata - Department of Economics and Law;worldbankuniversityofrometorvergatadepartmentofeconomicslaw
Organization for Economic Co-Operation and Development (OECD) and Organization for Economic Co-Operation and Development (OECD) - Social Policy Division, World Bank, Europe;organizationforeconomiccooperationdevelopmentoecdorganizationforeconomiccooperationdevelopmentoecdsocialpolicydivisionworldbankeurope
Niederrhein University of Applied Sciences, Goethe University Frankfurt - Department of Accounting and Auditing;niederrheinuniversityofappliedsciencesgoetheuniversityfrankfurtdepartmentofaccountingauditing
Vienna University of Economics and Business,  Institute for Statistics and Mathematics;viennauniversityofeconomicsbusinessinstituteforstatisticsmathematics
Kharazmi University;kharazmiuniversity
National University of Ireland, Maynooth (NUI Maynooth) - Faculty of Law;nationaluniversityofirelandmaynoothnuimaynoothfacultyoflaw
Ustka City Hall;ustkacityhall
United Nations - Economic Commission for Latin American and the Caribbean (ECLAC);unitednationseconomiccommissionforlatinamericanthecaribbeaneclac
Carnegie Mellon University and U.S. Census Bureau, Social, Economic;carnegiemellonuniversityuscensusbureausocialeconomic
National College of Business Administration and Economics (NCBA&E);nationalcollegeofbusinessadministrationeconomicsncbae
Massachusetts Institute of Technology (MIT) - Harvard-MIT Division of Health Sciences and Technology;massachusettsinstituteoftechnologymitharvardmitdivisionofhealthsciencestechnology
Babcock University;babcockuniversity
Russian Economic Barometer;russianeconomicbarometer
Stockholm Chamber of Commerce;stockholmchamberofcommerce
Research Scholar, IK Gujral Punjab Technical University, Kapurthala and Assistant Professor CT Institute of Management and Information Technology Jalandhar, India;researchscholarikgujralpunjabtechnicaluniversitykapurthalaassistantprofessorctinstituteofmanagementinformationtechnologyjalandharindia
Lamar University;lamaruniversity
Qatar University - Department of Finance and Economics;qataruniversitydepartmentoffinanceeconomics
Drake University - Law, Politics, and Society Program;drakeuniversitylawpoliticssocietyprogram
Technische Universität München (TUM) - Center for Entrepreneurial and Financial Studies;technischeuniversittmnchentumcenterforentrepreneurialfinancialstudies
Agrocampus Ouest;agrocampusouest
Government General Degree College at Kushmandi;governmentgeneraldegreecollegeatkushmandi
Faculty of Economics and Administrative Sciences, Dogus University;facultyofeconomicsadministrativesciencesdogusuniversity
Central University of Finance and Economics (CUFE) - School of International Trade and Economics;centraluniversityoffinanceeconomicscufeschoolofinternationaltradeeconomics
Jessterio Consult Nigeria Limited;jessterioconsultnigerialimited
Korea Maritime;koreamaritime
SOSE  and Catholic University of Louvain (UCL), Faculty of Economic, Social;sosecatholicuniversityoflouvainuclfacultyofeconomicsocial
KU Leuven;kuleuven
Centre for Internet and Society (CIS);centreforinternetsocietycis
Global Academy of Training and Research (GATR);globalacademyoftrainingresearchgatr
University of Vermont - College of Agriculture and Life Sciences - Department of Community Development and Applied Economics;universityofvermontcollegeofagriculturelifesciencesdepartmentofcommunitydevelopmentappliedeconomics
Griffith University - School of Allied Health and Social Work and Law Futures;griffithuniversityschoolofalliedhealthsocialworklawfutures
Veltech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology - School of Management;veltechrangarajandrsagunthalardinstituteofsciencetechnologyschoolofmanagement
Duke University, Department of Economics, Students;dukeuniversitydepartmentofeconomicsstudents
Professor, Department of Computer Science & Engineering at Vivekananda Institute of Technology, Bangalore and Professor;professordepartmentofcomputerscienceengineeringatvivekanandainstituteoftechnologybangaloreprofessor
Center for Equity;centerforequity
Independent and Agriculture;independentagriculture
Research Scholar, Department of Commerce, Sri Krishnadevaraya University, Ananthapuramu- 515003,Andhra Pradesh, India and Professor;researchscholardepartmentofcommercesrikrishnadevarayauniversityananthapuramu515003andhrapradeshindiaprofessor
Japan Advanced Institute of Science and Technology - Center for Advanced Education for Working Professionals;japanadvancedinstituteofsciencetechnologycenterforadvancededucationforworkingprofessionals
CREST (Center for Research in Economics and Statistics) - ENSAE (National School for Statistics and Economic Administration);crestcenterforresearchineconomicsstatisticsensaenationalschoolforstatisticseconomicadministration
Jagdish Sheth School of Management;jagdishshethschoolofmanagement
Civil, Construction and Environmental Engineering;civilconstructionenvironmentalengineering
Institute of Mathematics and Mechanics, Azerbaijan National Academy of Sciences;instituteofmathematicsmechanicsazerbaijannationalacademyofsciences
University of Kiel - Institute of Statistics and Econometrics;universityofkielinstituteofstatisticseconometrics
EBS Universität für Wirtschaft und Recht - EBS Business School - Department of Finance and Accounting;ebsuniversittfrwirtschaftundrechtebsbusinessschooldepartmentoffinanceaccounting
Helmholtz Institute for Functional Marine Biodiversity at the University of Oldenburg and affiliation not provided to SSRN , Saint Petersburg State University - Faculty of Applied Mathematics;helmholtzinstituteforfunctionalmarinebiodiversityattheuniversityofoldenburgaffiliationnotprovidedtossrnsaintpetersburgstateuniversityfacultyofappliedmathematics
The Comparative Health Outcomes, Policy, and Economics (CHOICE) Institute;thecomparativehealthoutcomespolicyeconomicschoiceinstitute
University of Chicago - Crown Family School of Social Work, Policy;universityofchicagocrownfamilyschoolofsocialworkpolicy
University of KwaZulu-Natal - Health Economics and HIV/AIDS Research Division (HEARD), University of the Witwatersrand;universityofkwazulunatalhealtheconomicshivaidsresearchdivisionhearduniversityofthewitwatersrand
Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai;veltechrangarajandrsagunthalardinstituteofsciencetechnologychennai
Martin Luther University of Halle-Wittenberg, Faculty of Law, Economics and Business, Department of Penal Law and Criminology;martinlutheruniversityofhallewittenbergfacultyoflaweconomicsbusinessdepartmentofpenallawcriminology
University of New South Wales (UNSW) - School of Accounting, Auditing and Taxation;universityofnewsouthwalesunswschoolofaccountingauditingtaxation
Hindustan Institute of Technology and Science, Hindustan University;hindustaninstituteoftechnologysciencehindustanuniversity
Economists for Peace and Security- Australia Chapter;economistsforpeacesecurityaustraliachapter
affiliation not provided to SSRN and Institutes of Science;affiliationnotprovidedtossrninstitutesofscience
Santa Clara University;santaclarauniversity
University of Siena - Dept. of Political and International Sciences;universityofsienadeptofpoliticalinternationalsciences
Developing Trade Consultants Ltd;developingtradeconsultantsltd
Grassroots and Co.;grassrootsco
Catholic University of Leuven (KUL). Faculty of Business and Economics (FBE). LICOS Centre for Institutions;catholicuniversityofleuvenkulfacultyofbusinesseconomicsfbelicoscentreforinstitutions
Ernst & Young LLP and Official Monetary;ernstyoungllpofficialmonetary
Università degli Studi di Milano-Bicocca - Department of Business Administration, Finance, Management and Law;universitdeglistudidimilanobicoccadepartmentofbusinessadministrationfinancemanagementlaw
October University for Modern and Science and Arts, MSA UNIVERSITY and Modern Sciences;octoberuniversityformodernscienceartsmsauniversitymodernsciences
Nanjing University of Finance and Economics - School of Finance;nanjinguniversityoffinanceeconomicsschooloffinance
affiliation not provided to SSRN and World Customs Organization - Research;affiliationnotprovidedtossrnworldcustomsorganizationresearch
Earthjustice - Sustainable Food and Farming Program;earthjusticesustainablefoodfarmingprogram
JSA College of Agriculture and Technology;jsacollegeofagriculturetechnology
Swami Vivekanand Subharti University - Acharya Vishnu Gupta Subharti College of Management and Commerce;swamivivekanandsubhartiuniversityacharyavishnuguptasubharticollegeofmanagementcommerce
Bocconi University, Milan, Bocconi University - CERTeT - Centre for Research on Regional Economics, Transport and Tourism;bocconiuniversitymilanbocconiuniversitycertetcentreforresearchonregionaleconomicstransporttourism
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology;veltechrangarajandrsagunthalardinstituteofsciencetechnology
Jimma University, College of Social Sciences and Law;jimmauniversitycollegeofsocialscienceslaw
University School of Law and Legal Studies, Guru Gobind Singh Indraprastha University;universityschooloflawlegalstudiesgurugobindsinghindraprasthauniversity
MJCET;mjcet
affiliation not provided to SSRN and Hard Sciences;affiliationnotprovidedtossrnhardsciences
Delft University of Technology;delftuniversityoftechnology
University of Applied Sciences for Engineering and Economics (HTW Berlin), School of Computing, Communication and Business;universityofappliedsciencesforengineeringeconomicshtwberlinschoolofcomputingcommunicationbusiness
Faculty of Business, Economics and Accountancy, Universiti Malaysia Sabah;facultyofbusinesseconomicsaccountancyuniversitimalaysiasabah
Surigao del Sur State University - College of Business and Management;surigaodelsurstateuniversitycollegeofbusinessmanagement
Norges Bank;norgesbank
University of Würzburg - Institute of Economics and Social Sciences;universityofwrzburginstituteofeconomicssocialsciences
University of the Free State - Centre for Sustainable Agriculture, Rural Development and Extension;universityofthefreestatecentreforsustainableagricultureruraldevelopmentextension
Paris School of Economics, CNRS and ENS;parisschoolofeconomicscnrsens
UnB - Universidade de Brasília and Getulio Vargas Foundation (FGV) - Finance, Accounting;unbuniversidadedebrasliagetuliovargasfoundationfgvfinanceaccounting
Banque de France and CNRS;banquedefrancecnrs
CMCC - Centro Euro-Mediterraneo sui Cambiamenti Climatici - European Institute onEconomy and the Environment (EIEE);cmcccentroeuromediterraneosuicambiamenticlimaticieuropeaninstituteoneconomytheenvironmenteiee
ETH Zurich;ethzurich
Mawlana Bhashani Science and Technology University (MBSTU) - Department of Business Administration;mawlanabhashanisciencetechnologyuniversitymbstudepartmentofbusinessadministration
