raw_name;cleaned_name;ror_name;ror_link;country;ror_status
Sveriges Riksbank;sverigesriksbank;Swedish National Bank;https://ror.org/01n28jn45;Sweden;matched
aaltouniversitydepartmentofaccountingfinance;aaltouniversitydepartmentofaccountingfinance;Aalto University;https://ror.org/020hwjq30;Finland;no_match
Indian Institute of Technology (IIT), Kanpur - Department of Economic Sciences;indianinstituteoftechnologyiitkanpurdepartmentofeconomicsciences;Indian Institute of Technology Goa;https://ror.org/02v7trd43;India;matched
Ashoka University - Department of Economics;ashokauniversitydepartmentofeconomics;Ashoka University;https://ror.org/02j1xr113;India;matched
universityofaucklandbusinessschool;universityofaucklandbusinessschool;University of Auckland;https://ror.org/03b94tp07;New Zealand;no_match
universityofzambiaunza;universityofzambiaunza;University of Zambia;https://ror.org/03gh19d69;Zambia;no_match
Arizona State University (ASU) - W.P. Carey School of Business;arizonastateuniversityasuwpcareyschoolofbusiness;Arizona State University;https://ror.org/03efmqc40;United States;matched
Macalester College - Department of Economics;macalestercollegedepartmentofeconomics;Macalester College;https://ror.org/04fceqm38;United States;matched
WU viennauniversityofeconomicsbusiness;wuviennauniversityofeconomicsbusiness;Hsing Wu University;https://ror.org/032hca325;Taiwan;matched
Fordham university;fordhamuniversity;Fordham University;https://ror.org/03qnxaf80;United States;matched
babsoncollege;babsoncollege;Babson College;https://ror.org/01f0syq13;United States;no_match
Utrecht University;utrechtuniversity;Utrecht University;https://ror.org/04pp8hn57;The Netherlands;matched
Yale University - Department of Economics;yaleuniversitydepartmentofeconomics;Yale University;https://ror.org/03v76x132;United States;matched
Tokyo Institute of Technology;tokyoinstituteoftechnology;Tokyo Institute of Technology;https://ror.org/0112mx960;Japan;matched
South Eastern University of Sri Lanka;southeasternuniversityofsrilanka;South Eastern University of Sri Lanka;https://ror.org/007vzmy24;Sri Lanka;matched
ESCP Business School;escpbusinessschool;ESCP Business School;https://ror.org/040hhjv66;France;matched
atmajayamakassaruniversity;atmajayamakassaruniversity;Universitas DIPA Makassar;https://ror.org/03493zm15;Indonesia;no_match
University of Oslo - Department of Economics;universityofoslodepartmentofeconomics;University of Oslo;https://ror.org/01xtthb56;Norway;matched
istariuluniversityinstituteoflisbon;istariuluniversityinstituteoflisbon;Iscte Ð Instituto Universitrio de Lisboa;https://ror.org/014837179;Portugal;no_match
Grundtvig Polytechnic, Oba, Nigeria;grundtvigpolytechnicobanigeria;Ho Technical University;https://ror.org/00j7bab93;Ghana;matched
University of Sheffield;universityofsheffield;University of Sheffield;https://ror.org/05krs5044;United Kingdom;matched
University of Toulouse 3 - Laboratoire de Gestion et des Transitions Organisationnelles LGTO;universityoftoulouse3laboratoiredegestionetdestransitionsorganisationnelleslgto;Laboratoire de gestion et des transitions organisationnelles;https://ror.org/04j4x7k19;France;matched
universityofsiegen, Chair of Accounting & Corporate Governance;universityofsiegenchairofaccountingcorporategovernance;Norwegian Corporate Governance Board;https://ror.org/05xn6e267;Norway;matched
Alma Mater Studiorum University of Bologna;almamaterstudiorumuniversityofbologna;University of Bologna;https://ror.org/01111rn36;Italy;matched
Misurata University;misuratauniversity;Misurata University;https://ror.org/014fcf271;Libya;matched
Kansas State University;kansasstateuniversity;Kansas State University;https://ror.org/05p1j8758;United States;matched
princetonuniversity - Research Program in Development Studies;princetonuniversityresearchprogramindevelopmentstudies;Centre For Development Studies;https://ror.org/02dteh969;India;matched
Technische Universitt Mnchen (TUM) - TUM School of Management;technischeuniversittmnchentumtumschoolofmanagement;Technical University of Munich;https://ror.org/02kkvpp62;Germany;matched
Abu Dhabi University - Department of Accounting;abudhabiuniversitydepartmentofaccounting;Abu Dhabi University;https://ror.org/01r3kjq03;United Arab Emirates;matched
University of Toronto;universityoftoronto;University of Toronto;https://ror.org/03dbr7087;Canada;matched
victoriauniversity of Wellington - Te Herenga Waka;victoriauniversityofwellingtonteherengawaka;Victoria University of Wellington;https://ror.org/0040r6f76;New Zealand;matched
University of Bonn;universityofbonn;University of Bonn;https://ror.org/041nas322;Germany;matched
Anderson Graduate School of Management, UCLA;andersongraduateschoolofmanagementucla;SBI Graduate School;https://ror.org/05s8rbp47;Japan;matched
Universidade de Brasilia;universidadedebrasilia;Universidade de Braslia;https://ror.org/02xfp8v59;Brazil;matched
HSBC Global Asset Management;hsbcglobalassetmanagement;PFA Pension (Denmark);https://ror.org/01p9dcy47;Denmark;matched
University of Stuttgart;universityofstuttgart;University of Stuttgart;https://ror.org/04vnq7t77;Germany;matched
Universit Paris Nanterre;universitparisnanterre;Universit Paris Nanterre;https://ror.org/013bkhk48;France;matched
University of Addis Ababa;universityofaddisababa;University of Aden;https://ror.org/02w043707;Yemen;matched
columbiauniversitycolumbiabusinessschool, Accounting, Business Law & Taxation;columbiauniversitycolumbiabusinessschoolaccountingbusinesslawtaxation;Business Finland;https://ror.org/05bgf9v38;Finland;matched
University of Sierra Leone - Fourah Bay College;universityofsierraleonefourahbaycollege;University of Sierra Leone;https://ror.org/045rztm55;Sierra Leone;matched
University of Haifa - Faculty of Law;universityofhaifafacultyoflaw;University of Haifa;https://ror.org/02f009v59;Israel;matched
Hakuoh University;hakuohuniversity;Hakuoh University;https://ror.org/05vkk5g69;Japan;matched
worldbank, DECDG;worldbankdecdg;;;;no_match
ferdowsiuniversityofmashhad;ferdowsiuniversityofmashhad;Ferdowsi University of Mashhad;https://ror.org/00g6ka752;Iran;no_match
Hong Kong Polytechnic University - Faculty of Business;hongkongpolytechnicuniversityfacultyofbusiness;Hong Kong Polytechnic University;https://ror.org/0030zas98;Hong Kong;matched
Financial Research Institute;financialresearchinstitute;Suzhou Nonferrous Metals Research Institute;https://ror.org/01qr4nw81;China;matched
Universidad Santo Toms;universidadsantotoms;Universidad Santo Toms;https://ror.org/02vbtzd72;Chile;matched
Adelphi University - School of Business;adelphiuniversityschoolofbusiness;Adelphi University;https://ror.org/025n13r50;United States;matched
Korea University;koreauniversity;Korea University;https://ror.org/05m1gnk07;Japan;matched
Climate Econometrics, Institute for New Economic Thinking at the Oxford Martin School;climateeconometricsinstituteforneweconomicthinkingattheoxfordmartinschool;Institute for New Economic Thinking;https://ror.org/01je3h843;United States;matched
Potsdam-Institut fr Klimafolgenforschung (PIK);potsdaminstitutfrklimafolgenforschungpik;Potsdam Institute for Climate Impact Research;https://ror.org/03e8s1d88;Germany;matched
atmajayamakassaruniversity, atmajayamakassaruniversity, Students;atmajayamakassaruniversityatmajayamakassaruniversitystudents;Students on Ice;https://ror.org/02mgbaa73;Canada;matched
Technical University of Mombasa;technicaluniversityofmombasa;Technical University of Mombasa;https://ror.org/01grm2d66;Kenya;matched
universityofvalencia - Department of Accounting;universityofvalenciadepartmentofaccounting;Sage (United Kingdom);https://ror.org/01xhv6h58;United Kingdom;matched
University of Salamanca;universityofsalamanca;Universidad de Salamanca;https://ror.org/02f40zc51;Spain;matched
Columbia Center on Sustainable Investment;columbiacenteronsustainableinvestment;"Scientific Institution ""Research Center for Sustainable Development""";https://ror.org/050vtce60;Ukraine;matched
iseguniversidadedelisboa;iseguniversidadedelisboa;University of Lisbon;https://ror.org/01c27hj86;Portugal;no_match
boardofgovernorsofthefederalreservesystem;boardofgovernorsofthefederalreservesystem;Federal Reserve Board of Governors;https://ror.org/00v448643;United States;no_match
Beykent University;beykentuniversity;Beykent University;https://ror.org/03dcvf827;Trkiye;matched
University of Georgia - Department of Agricultural & Applied Economics;universityofgeorgiadepartmentofagriculturalappliedeconomics;University of Georgia;https://ror.org/02bjhwk41;Georgia;matched
West Ukrainian National University;westukrainiannationaluniversity;West Ukrainian National University;https://ror.org/047988g19;Ukraine;matched
Australian National University;australiannationaluniversity;Australian National University;https://ror.org/019wvm592;Australia;matched
Economics International Inc;economicsinternationalinc;HAW International Inc. (Japan);https://ror.org/05j4h8q18;Japan;matched
Wenzhou-Kean University;wenzhoukeanuniversity;Wenzhou-Kean University;https://ror.org/05609xa16;China;matched
University of Texas at Dallas - School of Management - Department of Finance & Managerial Economics;universityoftexasatdallasschoolofmanagementdepartmentoffinancemanagerialeconomics;The University of Texas at Dallas;https://ror.org/049emcs32;United States;matched
IIS University;iisuniversity;Inspiration Innovation Synergy University;https://ror.org/04d3d5q14;India;matched
DePaul University - College of Commerce;depauluniversitycollegeofcommerce;DePaul University;https://ror.org/04xtx5t16;United States;matched
Motilal Nehru National Institute of Technology (MNNIT);motilalnehrunationalinstituteoftechnologymnnit;Motilal Nehru National Institute of Technology;https://ror.org/04dp7tp96;India;matched
University of Klagenfurt;universityofklagenfurt;University of Klagenfurt;https://ror.org/05q9m0937;Austria;matched
leuphanauniversityoflueneburg;leuphanauniversityoflueneburg;Leuphana University of Lneburg;https://ror.org/02w2y2t16;Germany;no_match
Purdue University - Krannert School of Management;purdueuniversitykrannertschoolofmanagement;PPM School of Management;https://ror.org/01ta8v847;Indonesia;matched
Karachi University Business School;karachiuniversitybusinessschool;EU Business School, Geneva;https://ror.org/04facnr46;Switzerland;matched
cafoscariuniversityofvenicedipartimentodieconomia;cafoscariuniversityofvenicedipartimentodieconomia;Ca' Foscari University of Venice;https://ror.org/04yzxz566;Italy;no_match
University of Wisconsin-Madison;universityofwisconsinmadison;University of WisconsinÐMadison;https://ror.org/01y2jtd41;United States;matched
nanjinguniversityoffinanceeconomics;nanjinguniversityoffinanceeconomics;Nanjing University of Finance and Economics;https://ror.org/031y8am81;China;no_match
Macquarie University;macquarieuniversity;Macquarie University;https://ror.org/01sf06y89;Australia;matched
University of Reading - ICMA Centre;universityofreadingicmacentre;University of Reading;https://ror.org/05v62cm79;United Kingdom;matched
Chinese Academy of Social Sciences (CASS) - Institute of Economics;chineseacademyofsocialsciencescassinstituteofeconomics;Chinese Academy of Social Sciences;https://ror.org/05bxbmy32;China;matched
universityofparissaclay - AgroParisTech;universityofparissaclayagroparistech;;;;no_match
Harvard Business School;harvardbusinessschool;EU Business School, Geneva;https://ror.org/04facnr46;Switzerland;matched
Paris School of Economics (PSE);parisschoolofeconomicspse;Paris School of Economics;https://ror.org/01qtp1053;France;matched
University of Leicester;universityofleicester;University of Leicester;https://ror.org/04h699437;United Kingdom;matched
Massey University - Massey University Auckland;masseyuniversitymasseyuniversityauckland;Massey University;https://ror.org/052czxv31;New Zealand;matched
Bank for International Settlements (BIS);bankforinternationalsettlementsbis;Bank for International Settlements;https://ror.org/00d062t77;Switzerland;matched
University of Sharjah;universityofsharjah;University of Sharjah;https://ror.org/00engpz63;United Arab Emirates;matched
Universitas Jambi;universitasjambi;Jambi University;https://ror.org/00g1w3j30;Indonesia;matched
PUC-SP;pucsp;;;;no_match
Government First Grade College;governmentfirstgradecollege;State of Nevada;https://ror.org/05n3rrk65;United States;matched
European Stability Mechanism;europeanstabilitymechanism;European Disability Forum;https://ror.org/02jfqby89;Belgium;matched
Banque de France;banquedefrance;Banque de France;https://ror.org/0088v6m32;France;matched
Western Sydney University;westernsydneyuniversity;Western Sydney University;https://ror.org/03t52dk35;Australia;matched
shivnadaruniversity, Department of Economics;shivnadaruniversitydepartmentofeconomics;Ministry of Economics;https://ror.org/00kzfz874;Latvia;matched
Vuong & Associates (Hanoi);vuongassociateshanoi;Dean Associates;https://ror.org/0092rcp79;United Kingdom;matched
stanforduniversity;stanforduniversity;Stanford University;https://ror.org/00f54p054;United States;no_match
Tafila Technical University - Business Faculty;tafilatechnicaluniversitybusinessfaculty;Tafila Technical University;https://ror.org/04jzmk773;Jordan;matched
d/SEAS;dseas;;;;no_match
University of Applied Sciences Mainz;universityofappliedsciencesmainz;University of Applied Sciences Mainz;https://ror.org/02re32a17;Germany;matched
Council of Scientific & Industrial Research (CSIR)-Ghana;councilofscientificindustrialresearchcsirghana;Council of Scientific and Industrial Research;https://ror.org/021wm7p51;India;matched
NHH Norwegian School of Economics;nhhnorwegianschoolofeconomics;Norwegian School of Economics;https://ror.org/04v53s997;Norway;matched
universitiutaramalaysia - Tunku Puteri Intan Safinaz School of Accountancy;universitiutaramalaysiatunkuputeriintansafinazschoolofaccountancy;SKANS School of Accountancy;https://ror.org/01z1rpp33;Pakistan;matched
University of Bern - Institute for Sociology;universityofberninstituteforsociology;Institute for Sociology;https://ror.org/0216hp691;Hungary;matched
New England Public Policy Center, federalreservebankofboston;newenglandpublicpolicycenterfederalreservebankofboston;New England Law;https://ror.org/019mrv168;United States;matched
universityofpennsylvaniaaccountingdepartment;universityofpennsylvaniaaccountingdepartment;University of Pennsylvania;https://ror.org/00b30xv10;United States;no_match
Hitotsubashi University;hitotsubashiuniversity;Hitotsubashi University;https://ror.org/04jqj7p05;Japan;matched
Oklahoma State University - Stillwater;oklahomastateuniversitystillwater;Oklahoma State University;https://ror.org/01g9vbr38;United States;matched
californiastateuniversityfullerton - Mihaylo College of Business & Economics;californiastateuniversityfullertonmihaylocollegeofbusinesseconomics;AIB College of Business;https://ror.org/03bybmz71;United States;matched
Mississippi State University - Department of Agricultural Economics;mississippistateuniversitydepartmentofagriculturaleconomics;Mississippi State University;https://ror.org/0432jq872;United States;matched
Southern Methodist University (SMU) - Department of Economics;southernmethodistuniversitysmudepartmentofeconomics;Southern Methodist University;https://ror.org/042tdr378;United States;matched
University of Cincinnati - Department of Accounting;universityofcincinnatidepartmentofaccounting;University of Cincinnati;https://ror.org/01e3m7079;United States;matched
Rutgers, The State University of New Jersey - Accounting & Information Systems;rutgersthestateuniversityofnewjerseyaccountinginformationsystems;Rutgers, The State University of New Jersey;https://ror.org/05vt9qd57;United States;matched
University of Sydney - School of Economics;universityofsydneyschoolofeconomics;The University of Sydney;https://ror.org/0384j8v12;Australia;matched
audenciabusinessschool;audenciabusinessschool;Audencia Business School;https://ror.org/000axn811;France;no_match
Feng Chia University;fengchiauniversity;Feng Chia University;https://ror.org/05vhczg54;Taiwan;matched
Goethe University Frankfurt;goetheuniversityfrankfurt;Goethe University Frankfurt;https://ror.org/04cvxnb49;Germany;matched
State University of Jakarta, Faculty of Economics, Students;stateuniversityofjakartafacultyofeconomicsstudents;State University of Jakarta;https://ror.org/01hgg7b81;Indonesia;matched
universityofconnecticutdepartmentofaccounting;universityofconnecticutdepartmentofaccounting;University of Connecticut;https://ror.org/02der9h97;United States;no_match
universityofnorthcarolinauncatchapelhillaccountingarea;universityofnorthcarolinauncatchapelhillaccountingarea;University of South Carolina;https://ror.org/02b6qw903;United States;no_match
Baruch College - CUNY;baruchcollegecuny;Baruch College;https://ror.org/023qavy03;United States;matched
nanyangbusinessschoolnanyangtechnologicaluniversity;nanyangbusinessschoolnanyangtechnologicaluniversity;Nanyang Technological University;https://ror.org/02e7b5302;Singapore;no_match
Universit degli studi di Modena e Reggio Emilia (UNIMORE) - School of Doctorate E4E (Engineering for Economics-Economics for Engineering);universitdeglistudidimodenaereggioemiliaunimoreschoolofdoctoratee4eengineeringforeconomicseconomicsforengineering;University of Modena and Reggio Emilia;https://ror.org/02d4c4y02;Italy;matched
American University of Sharjah;americanuniversityofsharjah;American University of Sharjah;https://ror.org/001g2fj96;United Arab Emirates;matched
Brigham Young University;brighamyounguniversity;Brigham Young University;https://ror.org/047rhhm47;United States;matched
Federal Reserve Banks - Federal Reserve Bank of Dallas;federalreservebanksfederalreservebankofdallas;Federal Reserve Bank of Dallas;https://ror.org/05ks2fq79;United States;matched
goainstituteofmanagement;goainstituteofmanagement;Samara Institute of Management;https://ror.org/01gw7yt49;Russia;no_match
universityofvirginiadardenschoolofbusiness;universityofvirginiadardenschoolofbusiness;University of Virginia;https://ror.org/0153tk833;United States;no_match
universityofsoutherncaliforniamarshallschoolofbusiness;universityofsoutherncaliforniamarshallschoolofbusiness;University of Southern California;https://ror.org/03taz7m60;United States;no_match
University of Mississippi - Patterson School of Accountancy;universityofmississippipattersonschoolofaccountancy;University of Mississippi;https://ror.org/02teq1165;United States;matched
harvarduniversitydepartmentofeconomics;harvarduniversitydepartmentofeconomics;Harvard University;https://ror.org/03vek6s52;United States;no_match
Zarqa University;zarqauniversity;Zarqa University;https://ror.org/01wf1es90;Jordan;matched
University of Prishtina;universityofprishtina;University of Prishtina;https://ror.org/05t3p2g92;Kosovo;matched
The Urban Institute;theurbaninstitute;Urban Institute;https://ror.org/017pz3h73;United States;matched
University of Vienna;universityofvienna;University of Vienna;https://ror.org/03prydq77;Austria;matched
University of Georgia;universityofgeorgia;University of Georgia;https://ror.org/02bjhwk41;Georgia;matched
Truth in Accounting;truthinaccounting;Sage (United Kingdom);https://ror.org/01xhv6h58;United Kingdom;matched
georgemasonuniversitymercatuscenter;georgemasonuniversitymercatuscenter;George Mason University;https://ror.org/02jqj7156;United States;no_match
Cape Coast Technical University;capecoasttechnicaluniversity;Cape Coast Technical University;https://ror.org/002mzw222;Ghana;matched
Pir Mehr Ali Shah Arid Agriculture University Rawalpindi, Students;pirmehralishaharidagricultureuniversityrawalpindistudents;Pir Mehr Ali Shah Arid Agriculture University;https://ror.org/035zn2q74;Pakistan;matched
Tax Justice Network;taxjusticenetwork;Tax Justice Network;https://ror.org/03bchcy62;Norway;matched
Bocconi University - Department of Accounting;bocconiuniversitydepartmentofaccounting;Bocconi University;https://ror.org/05crjpb27;Italy;matched
Indian Institute of Science (IISc) - Divecha Centre for Climate Change (DCCC);indianinstituteofscienceiiscdivechacentreforclimatechangedccc;Shanghai Institute for Science of Science;https://ror.org/004srxn73;China;matched
European Union - European Commission, European Union - European Commission;europeanunioneuropeancommissioneuropeanunioneuropeancommission;European Commission;https://ror.org/00k4n6c32;Belgium;matched
Istanbul University;istanbuluniversity;Istanbul University;https://ror.org/03a5qrr21;Trkiye;matched
Vasil Levski National Military University;vasillevskinationalmilitaryuniversity;Vasil Levski National Military University;https://ror.org/00a9b0g29;Bulgaria;matched
Goethe Universitt Frankfurt am Main;goetheuniversittfrankfurtammain;Goethe University Frankfurt;https://ror.org/04cvxnb49;Germany;matched
russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch;Institute of Applied Economic Research;https://ror.org/02d3hy418;Brazil;no_match
Gaidar Institute for Economic Policy;gaidarinstituteforeconomicpolicy;Gaidar Institute for Economic Policy;https://ror.org/03jqhsm88;Russia;matched
KNUST Finance Office;knustfinanceoffice;Met Office;https://ror.org/01ch2yn61;United Kingdom;matched
University of Connecticut- Finance Department;universityofconnecticutfinancedepartment;University of Connecticut;https://ror.org/02der9h97;United States;matched
universityofchicagoboothschoolofbusiness;universityofchicagoboothschoolofbusiness;University of Chicago;https://ror.org/024mw5h28;United States;no_match
Market Platform Dynamics;marketplatformdynamics;DYNAMICS Scientific and Production Center (Russia);https://ror.org/0118vk431;Russia;matched
University of Toronto - Rotman School of Management;universityoftorontorotmanschoolofmanagement;University of Toronto;https://ror.org/03dbr7087;Canada;matched
Covenant University - Department of Banking;covenantuniversitydepartmentofbanking;Covenant University;https://ror.org/00frr1n84;Nigeria;matched
ZEW Ð Leibniz Centre for European Economic Research;zewleibnizcentreforeuropeaneconomicresearch;Centre for European Economic Research;https://ror.org/02qnsw591;Germany;matched
Goa Business School, goauniversity;goabusinessschoolgoauniversity;Goa University;https://ror.org/030reqw53;India;matched
University at Buffalo (SUNY) - School of Management;universityatbuffalosunyschoolofmanagement;PPM School of Management;https://ror.org/01ta8v847;Indonesia;matched
Dankook University;dankookuniversity;Dankook University;https://ror.org/058pdbn81;South Korea;matched
Usmanu Danfodiyo University (UDUSOK) - Department of Public Administration;usmanudanfodiyouniversityudusokdepartmentofpublicadministration;Usmanu Danfodiyo University;https://ror.org/006er0w72;Nigeria;matched
Meredith College;meredithcollege;Meredith College;https://ror.org/02g0yj703;United States;matched
Rajamangala University of Technology Phra Nakhon;rajamangalauniversityoftechnologyphranakhon;Rajamangala University of Technology Phra Nakhon;https://ror.org/02mg36m74;Thailand;matched
dukeuniversity - Accounting;dukeuniversityaccounting;Sage (United Kingdom);https://ror.org/01xhv6h58;United Kingdom;matched
universityoftexasataustinmccombsschoolofbusiness;universityoftexasataustinmccombsschoolofbusiness;The University of Texas at Austin;https://ror.org/00hj54h04;United States;no_match
Leibniz  Universitt Hannover;leibnizuniversitthannover;Leibniz University Hannover;https://ror.org/0304hq317;Germany;matched
Department of Economics;departmentofeconomics;Department of Space;https://ror.org/000kjq947;India;matched
Trinity University - Department of Accounting;trinityuniversitydepartmentofaccounting;Trinity University;https://ror.org/00t8gz605;United States;matched
University of Lagos;universityoflagos;University of Lagos;https://ror.org/05rk03822;Nigeria;matched
Batten School of Public Policy;battenschoolofpublicpolicy;RAND School of Public Policy;https://ror.org/04dvezj25;United States;matched
University of Amsterdam;universityofamsterdam;University of Amsterdam;https://ror.org/04dkp9463;The Netherlands;matched
universityofillinoisaturbanachampaign;universityofillinoisaturbanachampaign;University of Illinois Urbana-Champaign;https://ror.org/047426m28;United States;no_match
University of Guelph;universityofguelph;University of Guelph;https://ror.org/01r7awg59;Canada;matched
University of Passau;universityofpassau;University of Passau;https://ror.org/05ydjnb78;Germany;matched
GITAM University, Visakhapatnam;gitamuniversityvisakhapatnam;GITAM University;https://ror.org/0440p1d37;India;matched
Abu Dhabi University;abudhabiuniversity;Abu Dhabi University;https://ror.org/01r3kjq03;United Arab Emirates;matched
ISCTE-IUL Instituto Universitario de Lisboa;iscteiulinstitutouniversitariodelisboa;Audax ISCTE;https://ror.org/038586y26;Portugal;matched
singaporemanagementuniversityschoolofaccountancy;singaporemanagementuniversityschoolofaccountancy;Singapore Management University;https://ror.org/050qmg959;Singapore;no_match
University of Colorado at Denver;universityofcoloradoatdenver;University of Colorado Health;https://ror.org/0107w4315;United States;matched
universityofsrijayewardenepura;universityofsrijayewardenepura;University of Sri Jayewardenepura;https://ror.org/02rm76t37;Sri Lanka;no_match
Faculty of Organizational Sciences (Deceased);facultyoforganizationalsciencesdeceased;Faculty of Media;https://ror.org/00s8r8p14;Slovenia;matched
independent, universitiutaramalaysia;independentuniversitiutaramalaysia;Independent University;https://ror.org/05qbbf772;Bangladesh;matched
Universidad Veracruzana;universidadveracruzana;Universidad Veracruzana;https://ror.org/03efxn362;Mexico;matched
University of North Carolina (UNC) at Charlotte - Department of Accounting;universityofnorthcarolinauncatcharlottedepartmentofaccounting;University of South Carolina;https://ror.org/02b6qw903;United States;matched
MedLab. Corp., Accra Ghana;medlabcorpaccraghana;Environmental Protection Agency;https://ror.org/03m8km719;Ghana;matched
Bank of England;bankofengland;Bank of England;https://ror.org/04p3y0q03;United Kingdom;matched
Trisakti University - Department of Accounting;trisaktiuniversitydepartmentofaccounting;Universitas Trisakti;https://ror.org/019fnr381;Indonesia;matched
Jean Lorougnon Gud University;jeanlorougnonguduniversity;Universit Jean Lorougnon Gud;https://ror.org/03q1wc761;Ivory Coast;matched
Ohio State University - Fisher College of Business, Department of Finance;ohiostateuniversityfishercollegeofbusinessdepartmentoffinance;The Ohio State University;https://ror.org/00rs6vg23;United States;matched
City University London - International Political Economy;cityuniversitylondoninternationalpoliticaleconomy;Lead City University;https://ror.org/043z5qa52;Nigeria;matched
University of Barcelona;universityofbarcelona;Universitat de Barcelona;https://ror.org/021018s57;Spain;matched
University of Nigeria;universityofnigeria;University of Nigeria;https://ror.org/01sn1yx84;Nigeria;matched
hankenschoolofeconomics;hankenschoolofeconomics;Hanken School of Economics;https://ror.org/026086s92;Finland;no_match
bocconiuniversitydepartmentoflaw;bocconiuniversitydepartmentoflaw;Bocconi University;https://ror.org/05crjpb27;Italy;no_match
University of Auckland;universityofauckland;University of Auckland;https://ror.org/03b94tp07;New Zealand;matched
Modibbo Adama University of Technology Yola;modibboadamauniversityoftechnologyyola;Modibbo Adama University of Technology;https://ror.org/015dhe595;Nigeria;matched
universityofaberdeen;universityofaberdeen;University of Aberdeen;https://ror.org/016476m91;United Kingdom;no_match
Universit de Sherbrooke, CEPS/INSTEAD;universitdesherbrookecepsinstead;Universit de Sherbrooke;https://ror.org/00kybxq39;Canada;matched
Aston University;astonuniversity;Aston University;https://ror.org/05j0ve876;United Kingdom;matched
Monash University - Department of Accounting;monashuniversitydepartmentofaccounting;Monash University;https://ror.org/02bfwt286;Australia;matched
uncchapelhill;uncchapelhill;University of North Carolina at Chapel Hill;https://ror.org/0130frc33;United States;no_match
universityofnotredame - Department of Accountancy;universityofnotredamedepartmentofaccountancy;Department of Space;https://ror.org/000kjq947;India;matched
Universidade de Braslia (UnB);universidadedebrasliaunb;Universidade de Braslia;https://ror.org/02xfp8v59;Brazil;matched
University of Ibadan;universityofibadan;University of Ibadan;https://ror.org/03wx2rr30;Nigeria;matched
Renmin University of China;renminuniversityofchina;Renmin University of China;https://ror.org/041pakw92;China;matched
University of Minnesota - Carlson School of Management;universityofminnesotacarlsonschoolofmanagement;University of Minnesota;https://ror.org/017zqws13;United States;matched
Varna University of Economics;varnauniversityofeconomics;Japan University of Economics;https://ror.org/039k5fe46;Japan;matched
deutschebundesbank - Economics Department;deutschebundesbankeconomicsdepartment;India Meteorological Department;https://ror.org/01tdzxm38;India;matched
germaninstituteforeconomicresearchdiwberlin;germaninstituteforeconomicresearchdiwberlin;German Institute for Economic Research;https://ror.org/0050vmv35;Germany;no_match
University of Bonn - Institute of Economic Policy;universityofbonninstituteofeconomicpolicy;University of Bonn;https://ror.org/041nas322;Germany;matched
universitparisdauphinepslresearchuniversitynationalcenterforscientificresearch;universitparisdauphinepslresearchuniversitynationalcenterforscientificresearch;National Centre for Scientific Research;https://ror.org/005jys510;Angola;no_match
University of Essex;universityofessex;University of Essex;https://ror.org/02nkf1q06;United Kingdom;matched
koreadevelopmentinstitutekdi - Macroeconomic Policy Division;koreadevelopmentinstitutekdimacroeconomicpolicydivision;Economic Policy Institute;https://ror.org/053v8b344;United States;matched
centralmichiganuniversity;centralmichiganuniversity;Central Michigan University;https://ror.org/02xawj266;United States;no_match
University of British Columbia (UBC) - Department of Economics;universityofbritishcolumbiaubcdepartmentofeconomics;University of British Columbia;https://ror.org/03rmrcq20;Canada;matched
The worldbank;theworldbank;British Science Association;https://ror.org/00r0jqe29;United Kingdom;matched
Queensland University of Technology - School of Accountancy;queenslanduniversityoftechnologyschoolofaccountancy;Queensland University of Technology;https://ror.org/03pnv4752;Australia;matched
Nnamdi Azikiwe University;nnamdiazikiweuniversity;Nnamdi Azikiwe University;https://ror.org/02r6pfc06;Nigeria;matched
Dr. Babasaheb Ambedkar Marathwada University;drbabasahebambedkarmarathwadauniversity;Dr. Babasaheb Ambedkar Marathwada University;https://ror.org/033pfj584;India;matched
Le Mans University;lemansuniversity;Le Mans Universit;https://ror.org/01mtcc283;France;matched
universityofeconomicsvarna;universityofeconomicsvarna;University of Economics Varna;https://ror.org/03g67sb77;Bulgaria;no_match
Kent State University Foundation;kentstateuniversityfoundation;University Foundation;https://ror.org/001t02e86;Belgium;matched
University of Waikato;universityofwaikato;University of Waikato;https://ror.org/013fsnh78;New Zealand;matched
federalreservebanksfederalreservebankofrichmond;federalreservebanksfederalreservebankofrichmond;Federal Reserve Bank of Richmond;https://ror.org/058pmah25;United States;no_match
University of California San Diego;universityofcaliforniasandiego;University of California San Diego;https://ror.org/0168r3w48;United States;matched
University of the German Federal Armed Forces - Universitt der Bundeswehr Mnchen;universityofthegermanfederalarmedforcesuniversittderbundeswehrmnchen;Universitt der Bundeswehr Mnchen;https://ror.org/05kkv3f82;Germany;matched
Lille University, CNRS - Lille Economics & Managment - UMR 9221;lilleuniversitycnrslilleeconomicsmanagmentumr9221;Lille conomie Management;https://ror.org/05bz47575;France;matched
University of Alabama - Culverhouse College of Commerce & Business Administration;universityofalabamaculverhousecollegeofcommercebusinessadministration;University of Alabama;https://ror.org/03xrrjk67;United States;matched
