cleaned_name;count
universityoftexasataustinmccombsschoolofbusiness;2
solapuruniversityshrisantdamajicollege;2
universitparisdauphinepslresearchuniversitynationalcenterforscientificresearch;2
universityofchicagoboothschoolofbusiness;2
universityofpennsylvaniaaccountingdepartment;2
trinitycollegedublin;2
londonschoolofeconomicspoliticalsciencelsedepartmentofaccountingfinance;2
viennauniversityofeconomicsbusiness;2
georgemasonuniversityantoninscalialawschool;2
massachusettsinstituteoftechnologymitdepartmentofeconomics;2
californiastateuniversitydominguezhills;2
princetonuniversity;2
germaninstituteforeconomicresearchdiwberlin;2
worldbankdevelopmentresearchgroupdecrg;2
universityofzambiaunza;2
nanjinguniversityoffinanceeconomics;2
universityofibadanibadannigeria;2
templeuniversitydepartmentofaccounting;2
universityofberncentrefordevelopment;2
annamalaiuniversity;2
washingtonstateuniversity;2
eastwestcenterrsquosresearchprogram;2
departmentofmanagementjamiahamdard;2
technicaluniversityofdortmund;2
universityofwesternmacedonia;2
kjsomaiyacollegeofsciencecommerce;2
mpnmjengineeringcollegedepartmentofmanagementstudies;2
universityofcaliforniasantabarbaraucsb;2
alagappauniversitydepartmentofcommerce;2
leadanalytics;2
haluoleouniversity;2
westvirginiauniversity;2
indiragandhigovernmentpgcollege;2
brownuniversitydepartmentofsociology;2
bidhanchandrakrishivishwavidyalaya;2
sungkyunkwanuniversity;2
poznanuniversityoflifesciences;2
jadavpuruniversity;2
instituteforregionaldevelopmenteuracresearch;2
universityofruhuna;2
centerforindiancountrydevelopmentfederalreservebankofminneapolis;2
icaragriculturaltechnologyapplicationresearchinstitutejodhpurindia;2
universityofmiamischooloflaw;2
internationalfundforagriculturaldevelopmentifad;2
centreforthestudyofsocialinclusionuniversityofmysorekarnataka;2
universityofthepunjabpudepartmentofeconomics;2
sudaneseenvironmentconservationsociety;2
purdueuniversitycenterforglobaltradeanalysis;2
stellenboschuniversity;2
germandevelopmentinstitutedeutschesinstitutfrentwicklungspolitikdie;2
theuniversityofmanchestermanchesterbusinessschool;2
systemsresearchinstitutepolishacademyofsciences;2
swamivivekanandagovtpgcollege;2
pukyongnationaluniversity;2
chelyabinskstateuniversity;2
chungbuknationaluniversitydepartmentofinternationalbusiness;2
madraschristiancollegedepartmentofcommerce;2
universityofmanchesterglobaldevelopmentinstitutestudents;2
lithuanianinstituteofagrarianeconomicslaei;2
nnamdiazikiweuniversityawkanigeria;2
ethiopianeconomicsassociationethiopianeconomicpolicyresearchinstitute;2
managementdevelopmentinstitutemanagementdevelopmentinstitutemurshidabad;2
universityofburdwanindia;2
alagappauniversity;2
americanacademyofartssciences;2
universidadsimnbolvarusb;2
universityofillinois;2
kyungpooknationaluniversity;2
hebrewuniversityofjerusalemdepartmentofenvironmentaleconomicsmanagement;2
assamuniversitysilchar;2
universityofmessina;2
russianstateagrarianuniversitymoscowagriculturaltimiryazevacademy;2
massachusettsinstituteoftechnologymitdepartmentofeconomicsuniversityofcaliforniasandiegoucsddepartmentofeconomics;2
aligarhmuslimuniversityamu;2
navrachanauniversity;2
stateagricultureuniversityfrommoldova;2
universityofwaterloo;2
facultyofagricultureannamalaiuniversity;2
usdepartmentofagricultureusda;2
itforchange;2
universityofbelgradefacultyofeconomics;2
agriculturalinstituteofsloveniadepartmentofagriculturaleconomics;2
johnshopkinsuniversity;2
governmentoftheunitedkingdomdepartmentforinternationaldevelopmentdfid;2
universityofrzeszwfacultyofeconomics;2
universityofalberta;2
humboldtuniversityofberlin;2
mangaloreuniversity;2
chineseacademyofsciencescas;2
universityofnebraskalincolncollegeofbusiness;2
johnshopkinsuniversitycareybusinessschool;2
smartallianceconsultingservicesltd;2
oxforddepartmentofinternationaldevelopment;2
bostoninternationalcollege;2
unitednationsunitednationsuniversityunu;2
ukraineacademyoffinancialmanagement;2
departmentofbusinessadministrationuniversitaspadjadjaranindonesia;2
voronezhstatetechnicaluniversity;2
universityofbuea;2
jntuhyderabad500085;2
universityofnairobi;2
universityofcoloradoatboulder;2
yaleuniversityschoolofforestryenvironmentalstudies;2
universityoftoulousecapitoletoulouseschoolofeconomics;2
southwestuniversity;2
universityofarizona;2
fellowinstituteforthestudyoflaboriza;2
universityofthephilippineslosbaosuniversityofthephilippineslosbanos;2
departmentofagriculturalresourceeconomics;2
doonbusinessschool;2
americanuniversityschoolofinternationalservice;2
pennsylvaniastateuniversitypennstate;2
srilankainstituteofinformationtechnology;2
terischoolofadvancedstudies;2
universityoftoledo;2
instituteofeconomicgrowthieg;2
kyotouniversity;2
universityofilorin;2
bankofitaly;2
regiolab;2
departmentofeconomicsbbaulucknow;2
economicresearchserviceerssciencetechnologyppq;2
gettysburgcollegedepartmentofeconomics;2
pekinguniversitychinacenterforeconomicresearch;2
asianinstituteoftechnologyaitschoolofenvironmentresourcesdevelopment;2
jeldenpar;2
yaleuniversity;2
universityofcaliforniaberkeley;2
governmentdegreecollege;2
thebrookingsinstitution;2
nationalaerospaceuniversitynamedafternezhukovsky;2
periyaruniversity;2
universityofconnecticut;2
basaveshwarengineeringcollege;2
swissgermanuniversity;2
