titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match;author_1_institution;author_1_ror_url;author_1_country;ror_status;author_1_ror_id
Inequality Aversion, Health Inequalities, and Health Achievement;2894715;Working Paper Series;UNDER REVIEW;False;World Bank Policy Research Working Paper No. 2765;26;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2894715;World Bank - Development Research Group (DECRG);True;10 Jan 2017;97;285532;Wagstaff;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=285532;;;;;;;;;;;;;2002-01-31;"The author addresses two issues. First, how can health inequalities be measured so as to take into account policymakers' attitudes toward inequality? The Gini coefficient and the related concentration index embody one particular set of value judgments. Generalizing these indexes allows alternative sets of value judgments to be reflected. And second, how can information on health inequality be combined with information on the mean of the relevant distribution to obtain an overall measure of health ""achievement?"" Applying the approach developed by Wagstaff shows how much worse some countries perform when the focus switches from average health to an achievement index that also reflects the health gap between the poor and the better-off.";en;0.8894059062004089;en;0.9430516958236694;True;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04
Measuring Equity in Health Care Financing - Reflections on (and Alternatives to) the World Health Organization's Fairness of Financing Index;2894710;Working Paper Series;UNDER REVIEW;False;World Bank Policy Research Working Paper No. 2550;28;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2894710;World Bank - Development Research Group (DECRG);True;10 Jan 2017;42;285532;Wagstaff;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=285532;;;;;;;;;;;;;2001-02-28;In its latest World Health Report, The World Health Organization (WHO) argues that a key dimension of a health system's performance is the fairness of its financing system. The report discusses how policymakers can improve this aspect of performance, proposes an index of fairness, discusses how it should be put into operation, and presents a league table of countries, ranked by fairness with which their health services are financed. The author shows that the WHO index cannot discriminate between health financing systems that are regressive, and those that are progressive - and cannot discriminate between horizontal inequity, and progressiveness, or regressiveness. The index cannot tell policymakers whether it deviates from 1 (complete fairness) because households with similar incomes spend different amounts on health care (horizontal inequity), or because households with different incomes spend different proportions of their income on health care (vertical inequity, given the WHO's interpretation of the ability-to-pay principle) - although the two have different policy implications. With the WHO's index, progressiveness, and regressiveness are both treated as unfair. This makes no sense, because policymakers who may be strongly averse to regressive payments (which worsen income distribution) may in the name of fairness be quite receptive to progressive payments (requiring that the better-off, who may be willing to spend proportionately more on health care, are required to pay proportionately more). The author compares the WHO index with an alternative, and more illuminating approach developed in the income redistribution literature in the early 1990s, and used in the late 1990s, to study the fairness of various OECD health care financing systems. He illustrates the differences between the approaches with an empirical comparison, using data on out-of-pocket payments for health services in Vietnam for 1993 and 1998. This analysis is of some interest in its own right, given the large share of health spending from out-of-pocket payments in Vietnam, and the changes in fees, and drug prices over the 1990s.;en;0.7806261777877808;en;0.9518778920173644;True;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04
Professional Networks, Early Fundraising, and Electoral Success;2891145;Working Paper Series;UNDER REVIEW;False;Election Law Journal, Forthcoming;34;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2891145;Stanford University;True;29 Dec 2016;842;1258340;Bonica;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1258340;;;;;;;;;;;;;2016-12-28;The academic literature has generally found the effect of money on election outcomes to be marginal. This is likely because they have looked in the wrong places. The literature has yet to examine the effects of early fundraising on election outcomes in partisan primaries, which are increasingly where candidates are being selected. This paper investigates both the determinants and effects of early fundraising on candidate selection. It finds that professional networks strongly influence early fundraising outcomes, which in turn advantages candidates from certain professions -- particularly lawyers. Given the findings, I discuss the implications for reform and propose funding political scholarships as a mechanism to correct for representational imbalances.;en;0.8223673105239868;en;0.9632176160812378;True;Stanford University;https://ror.org/00f54p054;United States;matched;00f54p054
Boys Do Cry: Adam Smith on Wealth and Expressing Emotions;2886952;Accepted Paper Series;UNDER REVIEW;False;Journal of Scottish Philosophy. March 2017 (Forthcoming);12;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2886952;Trinity University - Department of Economics;True;19 Dec 2016;114;861583;Paganelli;Maria Pia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=861583;;;;;;;;;;;;;2016-12-17;Recent studies on crying show that crying is more common in happier, freer, and richer countries than in poorer and less free countries. These results can sound counterintuitive and contradict the hypothesis that crying is more observable in countries where people experience more distress. Adam Smith may offer an explanation: In the severe hardship of poverty, showing emotion and distress can be read as a sign of weakness, attracting no sympathy and compromising survival. As a result, emotional displays are avoided. Instead, wealthier commercial societies offer ease and tranquility which allows individuals to express their emotions with fewer negative consequences.;en;0.681858479976654;en;0.9310197234153748;True;Trinity University;https://ror.org/00t8gz605;United States;matched;00t8gz605
Is Adam Smith's Impartial Spectator Selfless?;2886954;Accepted Paper Series;UNDER REVIEW;False;ECON JOURNAL WATCH 13(2)May 2016: 319–323;5;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2886954;Trinity University - Department of Economics;True;19 Dec 2016;82;861583;Paganelli;Maria Pia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=861583;;;;;;;;;;;;;2016-12-17;For Adam Smith the impartial spectator is a universal mechanism which we use to develop moral judgment. Smith’s description of the man who achieves the most self-command and man who achieves the most humanity shows how the impartial spectator is not an abstract entity independent of an individual, but rather is an integral part of each individual. Talking about a selfless impartial spectator is therefore meaningless.;en;0.6780928373336792;en;0.8919992446899414;True;Trinity University;https://ror.org/00t8gz605;United States;matched;00t8gz605
Introduction [To a Primer on the Gcf Repo® Service];2886331;Accepted Paper Series;UNDER REVIEW;False;Economic Policy Review, Issue 2, pp. 1-6, 2015;6;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2886331;Federal Reserve Banks - Federal Reserve Bank of New York;True;16 Dec 2016;117;341777;Copeland;Adam M.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=341777;;;;;;;;;;;;;;Repurchase agreements, or repos, are commonly used by financial entities to access money markets. GCF Repo®, a financial service provided by the Fixed Income Clearing Corporation (FICC), is a particular type of repo in which trades are executed anonymously, with FICC acting as a central counterparty and guaranteeing settlement. In this primer, which consists of an introduction and two articles, the authors explore the effects on GCF Repo of ongoing reforms to the settlement procedures for another type of repo, tri-party repo. Key areas of focus are the impact of the reforms on the use of intraday credit to settle GCF Repo transactions and the strategies followed by dealers in trading GCF Repo—strategies that need to be taken into account when gauging the risks of potential changes to clearance and settlement procedures.;en;0.4326304197311401;en;0.9434179663658142;True;Federal Reserve Bank of New York;https://ror.org/05hwvzg47;United States;matched;05hwvzg47
The Das Economist Problem from 1790-2016: The Failure of Economists to Understand Adam Smith's Ethical Foundation, Based on Virtue Ethics, for the Wealth of Nations;2881779;Working Paper Series;UNDER REVIEW;False;;36;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2881779;California State University, Dominguez Hills;True;07 Dec 2016;118;1033456;Brady;Michael Emmett;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1033456;;;;;;;;;;;;;2016-12-07;The major impediment standing in the way for economists seeking to understand Adam Smith’s The Theory of Moral Sentiments (TTMS) and The Wealth of Nations (WN) is demonstrated to be their confusion over the terms, prudence, used by Smith in the standard Aristotelian sense in TTMS to mean putting one’s own welfare first before considering the welfare of others, and self interest, used in the WN to stand for the prudent behavior based on the virtue of prudence discussed in TTMS. However, given that prudence is one of Aristotle’s four virtues (Prudence, Justice, Temperance, Courage), it is impossible for the term self interest to stand for selfishness, avarice, greed, or egoist, hedonistic or utilitarian behavior or ethics in Smith’s work. It is this basic confusion between the meaning of these two words that accounts for the near universal misbelief among economists that Smith was a utilitarian in the WN, as opposed to being a practitioner of Virtue ethics in TTMS. This error of equivocation occurs because economists mix up Smith’s and Bentham’s views on the term self interest. It is a recipe for a confusion that is now well over 200 hundred years old. Utilitarianism is concerned only with the ends, results, outcomes, goals, or consequences and nothing else. Virtue ethics considers outcomes also, but is also concerned with the roles of intentions, motives, means, duty, character, justice, fairness, equity, and intuition.The Aristotle-Smith connection is practically the same as the connections linking Aristotle and Augustine and Aristotle and Aquinas in the work of Augustine and Aquinas. Economists simply have failed to see this obvious connection. There is no overlap between Utilitarianism and Virtue ethics.;en;0.774414598941803;en;0.937691867351532;True;California State University, Dominguez Hills;https://ror.org/04pyvbw03;United States;matched;04pyvbw03
Adam Smith's Theory of Violence and the Political-Economics of Development;2881042;Working Paper Series;UNDER REVIEW;False;;49;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2881042;Stanford University, Department of Political Science;True;06 Dec 2016;270;15647;Weingast;Barry R.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=15647;;;;;;;;;;;;;2017-01-16;What accounts for the differences in the “wealth of nations”  that is, the differing levels of opulence across countries? Adam Smith's argument is as relevant today as it was in his time. On the economic side, his answer is well-known: the division of labor, the role of capital accumulation, and the absence laws and regulations that encumber competition and markets. Yet Smith’s views about the failure to develop were not limited to economic issues, instead turning equally to politics and law. Violence is central to Smith's approach to development, and Smith scholars have systematically under-appreciated the importance of violence in his approach to economic and political development. In the face of episodic violence, individuals have little incentives to be industrious, to save, or to invest. Smith argued that development required three mutually reinforcing elements – liberty, commerce, and security  and further, that these conditions first arose in the towns. If commerce represents the development of markets, liberty and security provided the political, legal, and military infrastructure necessary to sustain markets in a potentially hostile environment.;en;0.7836894392967224;en;0.9617672562599182;True;Stanford University;https://ror.org/00f54p054;United States;matched;00f54p054
Charity, Politics and Neutrality;2878008;Accepted Paper Series;UNDER REVIEW;False;The Charity Law & Practice review, Volume 18, 2015;34;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2878008;University of Western Ontario - Faculty of Law;True;01 Dec 2016;410;1021063;Parachin;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1021063;;;;;;;;;;;;;2015-01-15;Although the common law of charity has long since distinguished charity from politics, the leading authorities say surprisingly little about the substance of the charity – politics distinction.  Instead, the charity law doctrine of political purposes has been rationalised around an appeal to the ideal of neutrality.  Political purposes are effectively purposes in relation to which courts posit that they must remain neutral as to the presence or absence of public benefit.  On this logic, political purposes fail to qualify as charitable not because they are specifically found to lack the character of charitable purposes but rather because the assessment of one of the prerequisites for charitable status - public benefit - is intentionally left incomplete.  This is a seriously flawed approach to distinguishing charity from politics. Neutrality has no useful role to play in the interpretation of charity generally or in the demarcation of charitable and political purposes specifically.;en;0.8846495151519775;en;0.9597147703170776;True;Western University;https://ror.org/02grkyz14;Canada;matched;02grkyz14
Taxation of Electronic Commerce (E-Comm): Examination of Canadian Government Tax Policies and Directives Application of Adam Smith's Canons of Taxation;2858469;Accepted Paper Series;UNDER REVIEW;False;Journal of Financial Management and Analysis, Vol. 29(1), June 2016;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2858469;Memorial University of Newfoundland;True;26 Oct 2016;0;391897;Downer;Pauline;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=391897;;;;;;;;;;;;;;Advances in technology have altered the manner in which business is conducted. This new age business may place pressure on the traditional principles that govern the taxation of transnational transactions. This paper examines the policy directives enacted by most countries and considers whether traditional policies can or should be applied.;en;0.844231903553009;en;0.9367098808288574;True;Memorial University of Newfoundland;https://ror.org/04haebc03;Canada;matched;04haebc03
Risk-Taking in a Post-Pension Society: A Potential Mechanism for Generating Wealth Inequality in 401(k) Retirement Plans;2842928;Working Paper Series;UNDER REVIEW;False;;36;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2842928;University of Wisconsin-Madison - Department of Sociology;True;24 Sep 2016;235;2372041;Hayes;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2372041;;;;;;;;;;;;;2016-10-01;The introduction of direct contribution 401(k) retirement accounts in the late 1970’s brought about an institutional shift in the relationship between private employers and workers with regard to financial risk and decision making involved with retirement savings, which can impact financial well-being in older age. The role of investment uncertainty on individual risk-taking has been documented, however the importance of socioeconomic status on these decisions has been studied far less. This paper identifies and quantifies an unnoticed mechanism for generating potential inequality within 401(k) plans - based on disparities in employee income and how that results in employees self-selecting riskier or less risky portfolios. Lower-income employees, as a whole, allocate to less risky investments than higher-income earners, and interestingly, those with the highest incomes are slightly more risk averse than might be expected. Also surprising is the result that employees in their 20’s are more risk averse than would otherwise be expected, which may be attributed to a low income being a greater predictor of risk aversion than age. These findings have important implications for the lower income segments of the labor force, as well as for social security and retirement planning policy making.;en;0.7908433675765991;en;0.96058851480484;True;University of Wisconsin–Madison;https://ror.org/01y2jtd41;United States;matched;01y2jtd41
Addressing the Commercialization of Business Reputation;2842454;Accepted Paper Series;UNDER REVIEW;False;80 L. & Contemp. Prob. 73 (2017).;14;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2842454;Willamette University College of Law;True;23 Sep 2016;74;717060;Friedman;David Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=717060;;;;;;;;;;;;;2016-09-22;"“Mediated reputation systems,” like Yelp, Angie’s List, and Consumer-Affairs, enable consumers to access a new and powerful trove of peer experiential information about businesses and their services. This information, often sought right in the midst of a transactional decision, purports to carry an air of ""neutrality"", as defined in this brief essay. However, these mediated-reputation-system platforms are financially sustained in large measure by advertising from the very entities under review. This essay introduces the argument that this market-information zone might warrant more scrutiny from regulators due to conflicting interests of users and advertisers. Such scrutiny has the potential to protect and improve this newfound important source of consumer information.These conclusions are amplified, supported, and qualified by my forthcoming 2017 article in the Michigan Journal of Law Reform, ""Do We Need Help Using Yelp!?""";en;0.8212777376174927;en;0.9273176789283752;True;Willamette University;https://ror.org/04g9e0f44;United States;matched;04g9e0f44
Adam Smith's Humean Attitude About Science Illustrated by the History of Astronomy;2840470;Accepted Paper Series;UNDER REVIEW;False;Adam Smith Review, Forthcoming;26;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2840470;Mercatus Center at George Mason University;True;20 Sep 2016;207;2367076;Matson;Erik W.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2367076;;;;;;;;;;;;;2018-05-01;In this paper I examine connections between Smith and Hume’s thought evidenced by Smith’s posthumously published essay, “History of Astronomy” (HA). I argue that Smith's outlook in HA is deeply influenced by Hume's naturalism, understood as the mind’s pragmatic acceptance of and operation within an unverifiable frame of belief formation. I suggest that Smith demonstrates and develops his Humean outlook in HA in three stages: (1) He begins the essay by recognizing the mind's unavoidable sentimental operation within a frame of natural belief formation, a frame characterized by the presuppositions of external existence and causal relations. (2) He recognizes the relatively frail philosophical underpinnings of such belief formation and accordingly expresses a skeptical attitude towards final interpretations. (3) He rhetorically demonstrates the pervasiveness of belief in spite of its weak philosophical underpinning by sliding himself into a seeming assent to the finality of Newtonian Copernicanism at the end of the essay, consciously contradicting his initial skeptical commitments.;en;0.8263360857963562;en;0.9324093461036682;True;George Mason University;https://ror.org/02jqj7156;United States;matched;02jqj7156
The Demand for Fiduciary Services: Evidence from the Market in Private Donative Trusts;2835928;Accepted Paper Series;UNDER REVIEW;False;68 Hastings Law Journal 931-1006 (2017);73;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2835928;;True;08 Sep 2016;184;412104;Hofri-Winogradow;Adam S.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=412104;;;;;;;;;;;;;2016-09-07;Recent revelations on the use of fiduciary services by the wealthy and political leaders raise concerns regarding the use of such services for tax and creditor evasion. Yet given the secrecy shrouding much of the fiduciary industry, we do not know which fiduciary services are used for such purposes and to what extent. Shining a light on a particularly obscure part of the industry, this Article presents and analyzes the results of the first-ever global survey of professional service providers to private donative trusts and a series of interviews with professional trust service providers in five countries. I report new and unprecedented data on four controversial features of current trust practice: perpetual and extreme-long-term trusts, trust terms exonerating trustees from liability to beneficiaries, tools rendering beneficiaries' entitlements inaccessible to their creditors and the control of trusts by their creators. I found that trusts drafted to subsist for more than a century are fairly common, especially offshore, but many such trusts are not in fact likely to survive that long. Trustee exculpatory terms are now standard in donative trusts serviced by professionals, with most settlors neither demanding nor receiving any quid-pro-quo for their inclusion. Anti-creditor techniques protecting beneficiaries' entitlements are even more ubiquitous than trustee exculpatory terms, particularly so in trusts serviced by U.S.-resident providers. Many protected beneficiaries are not less able than the average person to take care of their financial affairs. Finally, express reservation of powers by trust settlors is a majority phenomenon in the U.S., but a minority one elsewhere. The actual control of trusts by their settlors is likewise far more common in the U.S. than elsewhere. I conclude the Article with recommendations for law reform making trusts likelier to benefit their beneficiaries and less likely to avoid duties owed to creditors and the taxpaying public.;en;0.8480308055877686;en;0.9529359340667723;True;;;;empty_affiliation;
השוק הפרטי בעבודה הציבורית The Private Market of Public Work;2834532;Accepted Paper Series;UNDER REVIEW;False;מחקרי משפט (Studies in Law), 2016;40;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2834532;Reichman University - Interdisciplinary Center (IDC) Herzliyah - Harry Radziner School of Law;True;07 Sep 2016;237;1149499;Shinar;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1149499;;;;;;;;;;;;;2016-09-04;"תקציר בעברית: בעשורים האחרונים אנו עדים לתהליך היטשטשות בין הספירה הפרטית לספירה הציבורית. היטשטשות זו באה לידי ביטוי בשלושה תחומים עיקריים. האחד, הפרטה ומיקור חוץ של פונקציות שבעבר בוצעו על-ידי המגזר הציבורי אל המגזר הפרטי. השני, הזרמה של נורמות מהמשפט הציבורי למשפט הפרטי. תחומים אלו זכו להתייחסות ענפה בספרות. המאמר יוקדש לבחינתה של מגמה שלישית, חדשה: מעבר של נורמות שוקיות מהמשפט הפרטי לתוך המגזר הציבורי, שעיקרו ייבוא פרקטיקות ניהוליות וכללים משפטיים אשר התפתחו במגזר הפרטי לתוך מגזר אשר אופן עבודתו הוסדר באופן מסורתי באמצעות כללים שונים. זוהי ""הפרטה הפוכה"", שמבקשת להפוך את הבירוקרטיה השלטונית לבירוקרטיה שוקית. המאמר משרטט, לראשונה, את מהלכי ההפרטה החדשים בישראל, שגולת הכותרת שלהם היא דו""ח ועדת דיין ""לשיפור מנגנוני ניהול ההון האנושי בשירות המדינה"", ומבקש להסב את תשומת הלב למורכבות הטמונה בתפיסה החדשה של בירוקרטיה שוקית. כך, למשל, הפיכת אופן הפעולה של המגזר הציבורי לכזה הדומה למגזר הפרטי מעוררת חשש שמקצועיות המינהל הציבורי תבוא על חשבון מקסום האינטרסים של הדרג הפוליטי. באופן דומה, הפיכת מדדי ההצלחה לכמותיים עלולה להמעיט בחשיבותו של חלק מהעבודה הציבורית, אותו חלק שקשה לכימות. לבסוף, הדגש המוגבר על ""גמישות ניהולית"" עלול לפגוע בעצמאות השירות הציבורי. מטרת השירות הציבורי בישראל אינה רק לספק שירותים באופן יעיל, אלא גם להוות גורם בעל משקל שיש בכוחו למתן ולרסן גורמים פוליטיים. רפורמות המבקשות להפוך את השירות הציבורי לדומה למגזר הפרטי מעלות חשש כי התכליות הייחודיות שביסוד השירות הציבורי ייפגעו עם אימוצה של תפיסת הבירוקרטיה השוקית. English Abstract: This article focuses on recent public sector reforms in Israel. Neo liberal reforms in the 1980s and 1990s have privatized much of government work, either through the hiring of temporary workers or contract work, or through the outsourcing of government functions to private entities. In recent years, however, Israel has embraced a new mode of privatization, one that I term “reverse privatization.” Unable to privatize certain functions, the government has turned to making government bureaucracy itself run like a business by adopting private sector legal doctrines and management tools and relying more generally on ideas associated with the New Public Management movement. The article examines this move, arguing that essential tenets of an independent, professional civil service are likely to be affected with the blurring of the public-private divide.";he;0.9853349924087524;he;0.9974925518035888;True;Reichman University;https://ror.org/01px5cv07;Israel;matched;01px5cv07
The Politico-Economic Challenges of Ghana's National Health Insurance Scheme Implementation;2827490;Accepted Paper Series;UNDER REVIEW;False;Int J Health Policy Manag. 20165(9):543–552;10;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2827490;Centre for Health Policy/MRC Health Policy Research Group, School of Public Health, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa;True;22 Aug 2016;75;2584238;Fusheini;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2584238;;;;;;;;;;;;;2016-04-27;Background: National/social health insurance schemes have increasingly been seen in many low- and middle-income countries (LMICs) as a vehicle to universal health coverage (UHC) and a viable alternative funding mechanism for the health sector. Several countries, including Ghana, have thus introduced and implemented mandatory national health insurance schemes (NHIS) as part of reform efforts towards increasing access to health services. Ghana passed mandatory national health insurance (NHI) legislation (ACT 650) in 2003 and commenced nationwide implementation in 2004. Several peer review studies and other research reports have since assessed the performance of the scheme with positive rating while challenges also noted. This paper contributes to the literature on economic and political implementation challenges based on empirical evidence from the perspectives of the different category of actors and institutions involved in the process. Methods: Qualitative in-depth interviews were held with 33 different category of participants in four selected district mutual health insurance schemes in Southern (two) and Northern (two) Ghana. This was to ascertain their views regarding the main challenges in the implementation process. The participants were selected through purposeful sampling, stakeholder mapping, and snowballing. Data was analysed using thematic grouping procedure. Results: Participants identified political issues of over politicisation and political interference as main challenges. The main economic issues participants identified included low premiums or contributions  broad exemptions, poor gatekeeper enforcement system  and culture of curative and hospital-centric care.  Conclusion: The study establishes that political and economic factors have influenced the implementation process and the degree to which the policy has been implemented as intended. Thus, we conclude that there is a synergy between implementation and politics  and achieving UHC under the NHIS requires political stewardship. Political leadership has the responsibility to build trust and confidence in the system by providing the necessary resources and backing with minimal interference in the operations. For sustainability of the scheme, authorities need to review the exemption policy, rate of contributions, especially, from informal sector employees and recruitment criteria of scheme workers, explore additional sources of funding and re-examine training needs of employees to strengthen their competences among others.;en;0.752895176410675;en;0.9510841369628906;True;University of the Witwatersrand;https://ror.org/03rp50x72;South Africa;matched;03rp50x72
Intellectual Property and the Prisoner's Dilemma: A Game Theory Justification of Copyrights, Patents, and Trade Secrets;2825252;Working Paper Series;UNDER REVIEW;False;;39;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2825252;University of Washington - The Information School;True;21 Aug 2016;869;202561;Moore;Adam D.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=202561;;;;;;;;;;;;;2016-08-17;Setting aside various foundational moral entanglements, I will offer an argument for the protection of intellectual property based on individual self-interest and prudence. In large part, this argument will parallel considerations that arise in a prisoner’s dilemma game. After sketching the salient features of a prisoner’s dilemma, I will briefly examine the nature of intellectual property and how one can view content creation, exclusion, and access as a prisoner’s dilemma. In brief, allowing content to be unprotected in terms of free access leads to a sub-optimal outcome where creation and innovation are suppressed. Finally, I will argue that adopting the institutions of copyright, patent, and trade secret is one way we can avoid these sub-optimal results.;en;0.6968766450881958;en;0.8726193308830261;True;University of Washington;https://ror.org/00cvxb145;United States;matched;00cvxb145
A Discrete Time Approach to Option Pricing;2819170;Working Paper Series;UNDER REVIEW;False;;142;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2819170;Capital Fund Management;True;13 Aug 2016;264;2128457;Majewski;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2128457;;;;;;;;;;;;;2016-07-05;The goal of the PhD thesis is to propose a very general and fully analytical option pricing framework encompassing a wide class of discrete time models. The framework features multiple components structure in both volatility and leverage, and a flexible pricing kernel with multiple risk premia. The proposed approach is general enough to include either GARCH-type volatility, Realized Volatility or a combination of the two.Exploiting the general framework we propose three new option pricing models with original dynamics under physical measure. We start with an extension of HARG-RV model with heterogenous and analytically tractable leverage structure called LHARG-RV. Then we propose a model being mixture of LHARG-RV and GARCH approach acronymed GARCH-LHARG-RV and finally we consider an extension of LHARG-RV with jumps called JLHARG-RV. We also reconsider the CGARCH model of Christoffersen et al. (2008) by applying two-dimensional pricing kernel. Since our framework guarantees existence of semi-closed form formulas for option prices, the option pricing methodology is fast and efficient in implementation. In addition, by applying family of our fully analytically models with multi-component structure in volatility on a large sample of S&P 500 options, we show the superior ability of our models in pricing out-of-the-money (OTM) options compared to the existing benchmarks. Moreover, we derive an analytic relation between equity risk premium and the term structure of variance risk premium (VRP). Motivated by this result, we estimate the VRP term structure implied by CGARCH model and we show its ability to reproduce a realistic family of term structures of variance risk premium including the empirically observed hump-shaped curves. We finally uncover the strong predictive power of the shape of the VRP term structure, summarized by its slope, on future stock-index returns. Our findings reveal that stock investors should not only follow the popular Wall Street’s wisdom which suggests to look at the level of VIX Index but they also should look at the level of the term spread of variance risk premium, defined as the difference between monthly and annual VRP.A novel contribution of the thesis is an introduction of the new model, GARCH-LHARG-RV, (Section 3.3 and empirical results in Chapter 4). The new model, being combination of realized and latent volatility approaches, highlights the strength of the proposed general option pricing framework by delivering a superior option pricing performance. Moreover, thesis provides generalisation of result in Buhlmann et al. (1998) to multi-dimensional case (Theorem 10 in the thesis is showing that multi-dimensional Esscher transform satisfies Pareto equilibrium).;en;0.7683388590812683;en;0.909111499786377;True;Global Health Innovative Technology Fund;https://ror.org/02yfqyv95;Japan;matched;02yfqyv95
The Limits of Liberalism: Good Boundaries Must Be Discovered;2812146;Working Paper Series;UNDER REVIEW;False;;11;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2812146;Texas Tech University - Free Market Institute;True;21 Jul 2016;102;1563342;Martin;Adam G.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1563342;;;;;;;;;;;;;2016-07-20;Every set of rules comes with a jurisdiction, or domain of activity to which it applies. Good jurisdictional boundaries cannot be decided on through abstract models or philosophical speculation, but must be discovered empirically. Good boundaries vary according to background social and technological conditions as well as the sort of interaction that the jurisdiction is meant to govern. Since these conditions are liable to change through time, successful boundary drawing will depend upon a method for discovering better boundaries and correcting errors. Classical liberals have traditionally emphasizes either ex ante consent or ex post exit as methods for determining what counts as a good boundary. I argue that ex post exit has been relatively neglected and has potential to address some of the shortcomings of ex ante consent as a standard for evaluating boundaries. Written for the Mont Pelerin Society Essay Contest.;en;0.6301230788230896;en;0.9559454917907716;True;Texas Tech University;https://ror.org/0405mnx93;United States;matched;0405mnx93
The Right to Try and the Future of the FDA in the Age of Personalized Medicine;2807973;Working Paper Series;UNDER REVIEW;False;Mercatus Center, Working paper Series, 2016;23;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2807973;R Street Institute;True;11 Jul 2016;174;610719;Thierer;Adam D.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=610719;;;;;;;;;;;;;2016-07-11;Do citizens have the right to determine their own courses of treatment and to use medicines and devices that they think could improve their health? And, to the extent regulators seek to restrict that freedom, what is the practicality and cost of doing so? These questions animate the debate over the so-called “right to try,” a growing movement to allow terminally ill individuals to experiment with alternative medical treatments, therapies, and devices that are tightly controlled by the Food and Drug Administration (FDA). This essay argues that such an expansion of the right-to-try notion may be happening already as technological innovation decentralizes and democratizes medical decisions. This expansion does not mean that all FDA regulation will fade away, but it will necessitate a move away from the agency’s command-and-control methods of the past and toward a new focus on patient empowerment through enhanced choice, improved risk education, and clearer consent mechanisms.;en;0.8617600202560425;en;0.9518117904663086;True;3C Institute;https://ror.org/03ywwzv91;United States;matched;03ywwzv91
