titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match;and_count;author1_affi_raw;author2_affi_raw;author_1_institution;author_1_ror_url;author_1_country;author_1_ror_status;author_1_ror_id;author_2_institution;author_2_ror_url;author_2_country;author_2_ror_status;author_2_ror_id
Accounting for Central Neighborhood Change, 1980-2010;2839686;Working Paper Series;UNDER REVIEW;False;FRB of Chicago Working Paper No. WP-2016-9;55;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2839686;University of Toronto - Rotman School of Management and Federal Reserve Bank of Chicago;True;16 Sep 2016;278;3002222;Baum-Snow;Nathaniel;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=3002222;1325830.0;Hartley;Daniel A.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1325830;;;;;;;;;;Neighborhoods within 2 km of most central business districts of U.S. metropolitan areas experienced population declines from 1980 to 2000 but have rebounded markedly since 2000 at greater pace than would be expected from simple mean reversion. Statistical decompositions reveal that 1980-2000 departures of residents without a college degree (of all races) generated most of the declines while the return of college educated whites and the stabilization of neighborhood choices by less educated whites promoted most of the post-2000 rebound. The rise of childless households and the increase in the share of the population with a college degree, conditional on race, also promoted 1980-2010 increases in central area population and educational composition of residents, respectively. Estimation of a neighborhood choice model shows that changes in choices to live in central neighborhoods primarily reflect a shifting balance between rising home prices and valuations of local amenities, though 1980-2000 central area population declines also reflect deteriorating nearby labor market opportunities for low skilled whites. Rising 1980-2000 central neighborhood home prices were about equally offset by rising amenity valuations among college educated whites  declining amenity valuations reinforced rising home prices to incentivize departures of other demographic groups from central neighborhoods during this period. Greater increases in amenity valuations after 2000 encouraged college educated whites to move in and other whites to remain but were not large enough to offset rising housing costs for minorities.;en;0.78392094373703;en;0.9509732723236084;True;1;University of Toronto - Rotman School of Management;Federal Reserve Bank of Chicago;University of Toronto;https://ror.org/03dbr7087;Canada;matched;03dbr7087;Federal Reserve Bank of Chicago;https://ror.org/03n7scr80;United States;matched;03n7scr80
The Institutionalization of Management Accounting Change: An Observation across Societal, Organizational Field, and Organizational Levels;2816270;Working Paper Series;UNDER REVIEW;False;AAA 2017 Management Accounting Section (MAS) Meeting;54;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2816270;Renmin University of China and Southampton Business School, University of Southampton;True;01 Aug 2016;187;2575475;Dai;Lu;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2575475;1262599.0;Li;Pingli;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1262599;;;;;;;;;2016-07-30;The paper undertakes a holistic observation of the change to the management control system in a Chinese SOE. Integrating original institutional economics (OIE) and new-institutional sociology (NIS) perspectives, the longitudinal case study contributes to management accounting change literature by providing contextual evidence for how a loosely coupled Japanese-style quality control system evolved over nearly 20 years, and how such a system has been used dynamically as a mechanism to balance the conflicting, yet intertwined, institutional forces. The study sheds further light on the interactions of dynamic institutions at societal level, such as market openness, government protection, and political constraints, as well as those at organizational field level, including IJV experience and trade unions, and the impact of such interactions on intra-organizational change. The findings show the pathways along which the policies at societal level can possibly affect intra-organizational change, which has policy implications for further SOE reforms in China and other transition economies.;en;0.7612400650978088;en;0.9376548528671264;True;1;Renmin University of China;Southampton Business School, University of Southampton;Renmin University of China;https://ror.org/041pakw92;China;matched;041pakw92;University of Southampton;https://ror.org/01ryk1543;United Kingdom;matched;01ryk1543
A Real Effects Perspective to Accounting Measurement and Disclosure: Implications and Insights for Future Research;2809371;Accepted Paper Series;UNDER REVIEW;False;Journal of Accounting Research, Vol. 54, No. 2, 2016;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2809371;University of Minnesota - Carlson School of Management and Booth School of Business, University of Chicago;True;15 Jul 2016;0;31720;Kanodia;Chandra;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=31720;33555.0;Sapra;Haresh;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=33555;;;;;;;;;2016-05-01;Accounting measurement and disclosure rules have a significant impact on the real decisions that firms make. In this essay, we provide an analytical framework to illustrate how such real effects arise. Using this framework, we examine three specific measurement issues that remain controversial: (1) How does the measurement of investments affect a firm's investment efficiency? (2) How does the measurement and disclosure of a firm's derivative transactions affect a firm's choice of intrinsic risk exposures, risk management strategy, and the incentive to speculate? (3) How could marking-to-market the asset portfolios of financial institutions generate procyclical real effects? We draw upon these real effects studies to generate sharper and novel insights that we believe are useful not only for the development of accounting standards, but also for guiding future empirical research.;en;0.7739976644515991;en;0.9129377603530884;True;1;University of Minnesota - Carlson School of Management;Booth School of Business, University of Chicago;University of Minnesota;https://ror.org/017zqws13;United States;matched;017zqws13;University of Chicago;https://ror.org/024mw5h28;United States;matched;024mw5h28
Корпоративната Култура, Като Фактор Или Проблем За Успеха На Сливанията и Придобиванията ― Организационни и Счетоводни Аспекти (The Corporate Culture as a Factor or Concern for the Success of Mergers and Acquisitions ― Organizational and Accounting Aspects);2807601;Accepted Paper Series;UNDER REVIEW;False;УПРАВЛЕНИЕ И УСТОЙЧИВО РАЗВИТИЕ 2010 (Management and Sustainable Development 2010);4;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2807601;Varna University of Economics and University of Economics - Varna;True;12 Jul 2016;51;2570510;Minkov;Ilian;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2570510;2485177.0;Atanasov;Atanas;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2485177;;;;;;;;;2010-03-10;Bulgarian Abstract: В съвременните условия на глобализация на бизнеса сливанията и придобиванията остават предпочитан инструмент в ръцете на корпоративните мениджъри за разширяване на бизнеса с основна цел – реализирането на синергичен ефект след сделката. Този синергичен ефект обаче може да се ускори, забави или напълно да спре в следствие на проявлението на силите на един ключов фактор за двете организации – тяхната култура. По същество корпоративната култура е осносвният катализатор на интеграционните процеси, но не трябва да се умаловажава факта, че независимо от управленските стратегии, които стоят в основата на всяко сливане или придобиване, от съществено значение е и как ще се представят тези сделки във финансовите отчети на предприятията. В това именно се състои основното предизвикателство пред съвременната счетоводна наука в сферата на сливанията и придобиванията – да измери и оцени онези счетоводно неуловими компоненти на безнеса, които доста често са в основата на едно сливане. English Abstract: In modern conditions of globalization of businesses, mergers and acquisitions (business combination) are a common type of transactions whose primary purpose is the realization of synergies from the operation of companies. In principle, this effect is a logical consequence of the unification (supplementing) the competitive advantages and assets of the merging companies. However, the process can be accelerated, slowed or stopped completely due to the manifestation of the forces of a key intangible assets of two organizations - their culture. In essence, corporate culture is the main catalyst of integration processes after the transaction, making it a factor of strategic importance to the success of the grouping. In view of this, depending on the similarity between the cultures of bringing together companies, they can support or undermine the efforts of managers to build a united and successful functioning vzaimnoobvarzana organization. Because mergers and acquisitions regardless of management strategies that underlying them are highly dependent on how it will be presented by the accounting, ie how they will occur in the financial statements.;bg;0.6783930063247681;bg;0.78220534324646;True;1;Varna University of Economics;University of Economics - Varna;Japan University of Economics;https://ror.org/039k5fe46;Japan;matched;039k5fe46;University of Economics Varna;https://ror.org/03g67sb77;Bulgaria;matched;03g67sb77
Collateral Imbalances in Intra-European Trade? Accounting for the Differences between Gross and Value Added Trade Balances;2796991;Working Paper Series;UNDER REVIEW;False;Bundesbank Discussion Paper No. 14/2014;49;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2796991;Deutsche Bundesbank - Economics Department and Vienna Institute of International Economic Studies (WIIW);True;21 Jun 2016;136;2271545;Nagengast;Arne;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2271545;436332.0;Stehrer;Robert ;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=436332;;;;;;;;;;One of the main stylised facts that has emerged from the recent literature on global value chains is that bilateral trade imbalances in gross terms can differ substantially from those measured in value added terms. However, the factors underlying the extent and sign of the differences between the two measures have so far not been investigated. Here, we propose a novel decomposition of bilateral gross trade balances that accounts for the differences between gross and value added concepts. The bilateral analysis contributes conceptually to the literature on double counting in trade by identifying the trade flow in which value added is actually recorded for the first time in international trade statistics. We apply our decomposition framework to the development of intra-EU27 trade balances from 1995 to 2011 and show that a growing share of intra-EU bilateral trade balances is due to demand in countries other than the two direct trading partners. The latter accounted for 25% of the total variance of intra-EU gross bilateral trade balances in 2011, which marks a considerable rise from 3% in 1995. A structural decomposition analysis indicates that this evolution was especially due to the rising importance of international production sharing.;en;0.8480116724967957;en;0.9437215924263;True;1;Deutsche Bundesbank - Economics Department;Vienna Institute of International Economic Studies (WIIW);Deutsche Bundesbank;https://ror.org/03jvfq589;Germany;matched;03jvfq589;Vienna Institute for International Economic Studies;https://ror.org/04mybzy26;Austria;matched;04mybzy26
Factors Influencing Environmental Accounting and Disclosure Practices in India: Empirical Evidence from NIFTY Companies;2797933;Accepted Paper Series;UNDER REVIEW;False;The IUP Journal of Accounting Research & Audit Practices, Vol. XV, No. 1, January 2016, pp. 21-34;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2797933;GITAM University, Visakhapatnam and GITAM;True;20 Jun 2016;0;2563445;Omnamasivaya;B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2563445;941413.0;Prasad;M. S. V.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=941413;;;;;;;;;2016-06-20;The study examines the factors determining the level of environmental disclosure information by taking a sample of NIFTY 50 companies from National Stock Exchange (NSE). The environmental information disclosure is measured by using an Environmental Accounting Disclosure Index (EADI) and the variables used in the study are profitability, corporate size, age, financial leverage, industry type, legal ownership and foreign operations. The relationship is tested using multiple regression analysis. The results show that there is a positive relationship between EADI and profitability, financial leverage, industry type and legal ownership, and a negative relationship between EADI and corporate size, age and foreign operations.;en;0.7997660636901855;en;0.9294896125793456;True;1;GITAM University, Visakhapatnam;GITAM;GITAM University;https://ror.org/0440p1d37;India;matched;0440p1d37;;;;no_match;
Теневые Трансграничные Потоки Капитала: Современные Концепции, Принципы и Информационная База Учета и Измерения (Shadow Cross-Border Capital Flows: Contemporary Concepts, Principles and Information Base of Accounting and Measurement);2752997;Working Paper Series;UNDER REVIEW;False;;118;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2752997;Gaidar Institute for Economic Policy and Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;13 Jun 2016;51;2187266;Abroskin;Alexander;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2187266;2397636.0;Abrоskina;Natalyа;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2397636;;;;;;;;;2016-03-21;Russian Abstract: Предметной областью исследования являются вопросы методологии учета и измерения теневых трансграничных потоков капитала. В работе рассматриваются cовременные концепции трансграничного оборота капитала, принципы учета и измерения его теневых компонентов, анализируются основные информационные источники, используемые в международной статистике при оценке масштабов трансграничных потоков капитала в глобальной экономике. English Abstract: Subject areas of the research are the issues of illicit cross-border capital flows accounting and measurement methodology.In the research the modern concepts of cross-border capital turnover, accounting and measurement of its illicit components principles are studied and the main information sources using in international statistics in the estimates of cross-border capital flows in global economy are analyzed.;ru;0.6283892393112183;ru;0.7084611654281616;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
Fool the Markets? Creative Accounting, Fiscal Transparency and Sovereign Risk Premia;2785245;Working Paper Series;UNDER REVIEW;False;Bundesbank Series 1 Discussion Paper No. 2006,19;56;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2785245;German Institute for Economic Research (DIW Berlin) and Deutsche Bundesbank;True;08 Jun 2016;94;389136;Bernoth;Kerstin;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=389136;404649.0;Wolff;Guntram B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=404649;;;;;;;;;;We investigate the effects of official fiscal data and creative accounting signals;en;0.7676904797554016;en;0.9162136316299438;True;1;German Institute for Economic Research (DIW Berlin);Deutsche Bundesbank;German Institute for Economic Research;https://ror.org/0050vmv35;Germany;matched;0050vmv35;Deutsche Bundesbank;https://ror.org/03jvfq589;Germany;matched;03jvfq589
What Do Deficits Tell Us About Debt? Empirical Evidence on Creative Accounting with Fiscal Rules in the EU;2785083;Working Paper Series;UNDER REVIEW;False;Bundesbank Series 1 Discussion Paper No. 2004,38;40;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2785083;University of Bonn - Institute of Economic Policy and Deutsche Bundesbank;True;08 Jun 2016;80;584053;von Hagen;Jürgen;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=584053;404649.0;Wolff;Guntram B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=404649;;;;;;;;;;Fiscal rules, such as the excessive deficit procedure and the stability and;en;0.8165450096130371;en;0.9744055867195128;True;1;University of Bonn - Institute of Economic Policy;Deutsche Bundesbank;University of Bonn;https://ror.org/041nas322;Germany;matched;041nas322;Deutsche Bundesbank;https://ror.org/03jvfq589;Germany;matched;03jvfq589
Who Do You Trust While Bubbles Grow and Blow? A Comparative Analysis of the Explanatory Power of Accounting and Patent Information for the Market Values of German Firms;2785062;Working Paper Series;UNDER REVIEW;False;Bundesbank Series 1 Discussion Paper No. 2004,17;57;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2785062;University of Vienna and Deutsche Bundesbank, Economics Department, Monetary Policy and Monetary Analysis;True;08 Jun 2016;47;336369;Reitzig;Markus G.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=336369;432315.0;Ramb;Fred;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=432315;;;;;;;;;;We present a theoretical and empirical analysis of the fitness of national German;en;0.8078361749649048;en;0.9329590201377868;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
Accounting for Pension Obligations in the European Union: A Case Study for EPSAS and Transnational Budgetary Supervision;2785725;Working Paper Series;UNDER REVIEW;False;14th International Conference on Pension, Insurance and Savings, University of Paris Dauphine and University of Berkeley, Paris, 9 and 10 May, 2016 83rd International Atlantic Economic Conference (IAES), Berlin, 22-25 March 2017;41;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2785725;Université Paris-Dauphine, PSL Research University - National Center for Scientific Research and University of Cambridge - Cambridge Judge Business School;True;28 May 2016;198;394847;Biondi;Yuri;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=394847;2398490.0;Boisseau-Sierra;Marion;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2398490;;;;;;;;;2016-05-27;Pension obligations constitute a critical issue for public finances and budgets. This is especially true for the European Union whose institutional mechanism aims to supervise Member States’ spending through centralised budgetary rules based upon financial covenants. In this context, accounting methods of recognition and measurement of pension obligations become an integral and critical aspect of Europe’s transnational budgetary and financial supervision. Drawing upon a comprehensive overview of pension management and regulation, this article aims to analyse the ongoing debate on accounting for pension obligations with a specific attention to the harmonization of European Public Sector Accounting Standards (EPSAS). While the European Commission has been favouring the ‘indisputable reference’ to the International Public Sector Accounting Standards (IPSAS), European Member States’ practices and views remain inconsistent with the normative solution imposed by the IPSAS 25, which favours and facilitates Definite Contribution pension schemes. In this context, we do summarise the IPSAS position mimicking the IFRS, review the pension’s accounting in national statistics and EPSAS debate, and provide some building blocks for a comprehensive model of accounting for pension obligations that admits and enables several viable modes of pension management.;en;0.8268988132476807;en;0.8793935775756836;True;1;Université Paris-Dauphine, PSL Research University - National Center for Scientific Research;University of Cambridge - Cambridge Judge Business School;National Centre for Scientific Research;https://ror.org/005jys510;Angola;matched;005jys510;University of Cambridge;https://ror.org/013meh722;United Kingdom;matched;013meh722
Accounting for Productivity Dispersion Over the Business Cycle;2783606;Working Paper Series;UNDER REVIEW;False;FEDS Working Paper No. 2016-45;62;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2783606;Board of Governors of the Federal Reserve System and Board of Governors of the Federal Reserve System;True;25 May 2016;50;1273664;Kurtzman;Robert J.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1273664;5860107.0;Zeke;David;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=5860107;;;;;;;;;;This paper presents accounting decompositions of changes in aggregate labor and capital productivity. Our simplest decomposition breaks changes in an aggregate productivity ratio into two components: A mean component, which captures common changes to firm factor productivity ratios, and a dispersion component, which captures changes in the variance and higher order moments of their distribution. In standard models with heterogeneous firms and frictions to firm input decisions, the dispersion component is a function of changes in the second and higher moments of the log of marginal revenue factor productivities and reflects changes in the extent of distortions to firm factor input allocations across firms. We apply our decomposition to public firm data from the United States and Japan. We find that the mean component is responsible for most of the variation in aggregate productivity over the business cycle, while the dispersion component plays a modest role.;en;0.684073805809021;en;0.8923701047897339;True;1;Board of Governors of the Federal Reserve System;Board of Governors of the Federal Reserve System;Federal Reserve Board of Governors;https://ror.org/00v448643;United States;matched;00v448643;Federal Reserve Board of Governors;https://ror.org/00v448643;United States;matched;00v448643
Accounting in Central Banks;2783744;Working Paper Series;UNDER REVIEW;False;Bank of England Working Paper No. 604;25;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2783744;University of Essex and Independent;True;24 May 2016;362;1673739;Bholat;David;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1673739;2554502.0;Darbyshire;Robin;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2554502;;;;;;;;;2016-05-20;This paper examines the important but not often discussed issue of accounting in central banks. It highlights the distinguishing factors that make the financial statements of central banks unique relative to those produced by other bodies. We begin by explaining why central banks produce financial statements. We then discuss a variety of specific topics in central bank accounting. In terms of balance sheet items, we discuss banknotes, shareholders’ equity, gold, foreign exchange and financial instruments. Our discussion of the income statement then centres on profit recognition and distribution.;en;0.8459067940711975;en;0.9053540229797364;True;1;University of Essex;Independent;University of Essex;https://ror.org/02nkf1q06;United Kingdom;matched;02nkf1q06;;;;no_match;
Accounting for Productivity Dispersion Over the Business Cycle;2781538;Working Paper Series;UNDER REVIEW;False;;61;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2781538;Board of Governors of the Federal Reserve System and Board of Governors of the Federal Reserve System;True;18 May 2016;209;1273664;Kurtzman;Robert J.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1273664;5860107.0;Zeke;David;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=5860107;;;;;;;;;2016-05-19;This paper presents accounting decompositions of changes in aggregate labor and capital productivity. Our simplest decomposition breaks changes in an aggregate productivity ratio into two components: A mean component, which captures common changes to firm factor productivity ratios, and a dispersion component, which captures changes in the variance and higher order moments of their distribution. In standard models with heterogeneous firms and frictions to firm input decisions, the dispersion component is a function of changes in the second and higher moments of the log of marginal revenue factor productivities and reflects changes in the extent of distortions to firm factor input allocations across firms. We apply our decomposition to public firm data from the United States and Japan. We find that the mean component is responsible for most of the variation in aggregate productivity over the business cycle, while the dispersion component plays a modest role.;en;0.684073805809021;en;0.8923701047897339;True;1;Board of Governors of the Federal Reserve System;Board of Governors of the Federal Reserve System;Federal Reserve Board of Governors;https://ror.org/00v448643;United States;matched;00v448643;Federal Reserve Board of Governors;https://ror.org/00v448643;United States;matched;00v448643
경제위기 이후 한국경제의 성장: 성장회계 및 성장회귀 분석 (Understanding Post-Crisis Growth of the Korean Economy: Growth Accounting and Cross-Country Regressions);2773370;Accepted Paper Series;UNDER REVIEW;False;KDI Journal of Economic Policy 2008, 30(1) 33-70;39;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2773370;Korea Development Institute (KDI) - Macroeconomic Policy Division and Korea Development Institute (KDI);True;09 May 2016;81;344403;Hahn;Chinhee;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=344403;2541798.0;Shin;Sukha;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2541798;;;;;;;;;2008-06-30;Korean Abstract: 본 연구는 경제위기 이후 한국경제의 성장 둔화의 요인을 살펴보고, 국제비교적 관점에서 위기 이후의 성장 성과를 평가해 보았다. 수량변수 및 가격변수를 이용한 성장회계 분석 결과는 경제위기 이후 급격한 성장 둔화가 주로 노동자 1인당 자본축적의 둔화에 의해 설명되는 것으로 나타났다. 반면, 경제위기 이후 2001～05년 기간 중 총요소생산성 증가율은 경제 위기 이전인 1991～95년 시기에 비해 다 소 높은 것으로 분석되었다. 한편 외환위기 이후 한국경제의 성장 둔화는 전 세계적 성장 둔화라는 시대적 요인과 동아시아 지역 고유의 요인에 대부분 기인한 것으로 분석되었다. 특히 자본축적의 둔화는 동아시아 지역 고유 요인에 주로 기인한 것으로 분석되었다. 국제비교적 관점에서 볼 때 전반적으로 위기 이후 한국경제의 성장 성과는 생산성 향상 및 자본축적이라는 측면에서 부정적으로만 평가하기는 어려운 것으로 보인다. English Abstract: This paper examines sources of growth of Korea’s economy for the period from 1980 to 2005, based on both primal and dual growth accounting methodology employed by Young (1995) and Hsieh (2002). Also, this paper evaluates post-crisis growth performance of Korea, using cross-country comparison of growth accounting results and cross-country regressions. Main results of this paper are as follows. First, the growth slowdown after the crisis has been mainly driven by the slowdown of per worker capital accumulation. By contrast, the estimated TFPG of Korea for the period from 2001 to 2005 seems higher than, or at least roughly comparable to, the estimated TFPG in the pre-crisis period of 1991-1995. In theses respects, there were no substantial differences between the results obtained from primal and dual growth accounting methodology. Second, the cross-country regressions reveal that post-crisis growth slowdown of the Korea’s economy can be largely attributed to world growth slowdown (decade effect) and East Asia-specific effects. In particular, it was found that the noticeable deceleration in per worker capital accumulation can be mostly attributed to some unknown factors which commonly affected East Asian countries. Viewed from an international perspective, the lowered post-crisis per worker GDP growth rate, as well as per-worker capital growth, which triggered concerns and debates in varying contexts, still seems respectable. So, the slowdown in capital accumulation is likely to be mainly a story of spectacularly high rate of capital accumulation in the pre-crisis period, not a story of ‘weak’ investment after the crisis.;ko;0.7601524591445923;ko;0.636936604976654;True;1;Korea Development Institute (KDI) - Macroeconomic Policy Division;Korea Development Institute (KDI);Korea Development Institute;https://ror.org/02h7vzs32;South Korea;matched;02h7vzs32;Korea Development Institute;https://ror.org/02h7vzs32;South Korea;matched;02h7vzs32
Towards a Theory of Life Satisfaction Accounting for Stability, Change and Volatility in 25-Year Life Trajectories in Germany;5241663;Working Paper Series;UNDER REVIEW;False;IZA Discussion Paper No. 10058;45;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5241663;and Tilburg University;True;06 May 2016;12;349445;Headey;Bruce;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=349445;388518.0;Muffels;Ruud;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=388518;;;;;;;;;;An adequate theory of Life Satisfaction (LS) needs to take account of both factors that tend to stabilise LS and those that change it. The most widely accepted theory in psychology  setpoint theory  focussed solely on stability. That theory is now regarded as inadequate since several national panel surveys show that substantial minorities of respondents have recorded large, long term changes in LS. In this paper we elaborate a revised theory of LS change, based on analysis of the LS trajectories of respondents in the German Socio-Economic Panel who reported their LS for 25 consecutive years in 1990-2014. The theory entails three sets of propositions in which we attempt to account for stability, change and also volatility.First, it is proposed that stability is primarily due to stable personality traits, and to parental influence on LS. Second, the propositions indicate that medium and long term change are due to differences and changes in personal values/life priorities and behavioural choices. Differences and changes in pro-social values, family values and materialistic values affect LS, as do behavioural choices relating to one's partner, physical exercise, social participation and networks, church attendance, and the balance between work and leisure. Medium term change is further reinforced by two-way causation  positive feedback loops  between behavioural choices, domain satisfactions and LS. Third, our propositions break new ground in seeking to explain inter-individual differences in the volatility/variability of LS over time  why some individuals display high volatility and others low, even though their mean level of LS may change little over 25 years.;en;0.8301357626914978;en;0.9456552267074584;True;0;;;;;;empty_affiliation;;;;;empty_affiliation;
Accounting Manipulation, Peer Pressure, and Internal Control;2767829;Working Paper Series;UNDER REVIEW;False;27th Annual Conference on Financial Economics and Accounting Paper;39;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2767829;HKU Business School and;True;25 Apr 2016;1105;455168;Gao;Pingyang;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=455168;2542188.0;Zhang;Gaoqing;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2542188;;;;;;;;;2016-04-20;We study firms' investment in internal control to reduce accounting manipulation. We first show the peer pressure for manipulation: one manager manipulates more if he suspects reports of peer firms are more likely to be manipulated. As a result, one firm's investment in internal control has a positive externality on peer firms. It reduces its own manager's manipulation, which in turn mitigates the manipulation pressure on managers in peer firms. Firms don't internalize this positive externality and thus under-invest in their internal control over financial reporting. The under-investment problem provides one justification for regulatory intervention in firms' internal control choices.;en;0.7908381223678589;en;0.935479700565338;True;0;;;;;;empty_affiliation;;;;;empty_affiliation;
World-Trade Growth Accounting;2768041;Working Paper Series;UNDER REVIEW;False;CESifo Working Paper Series No. 5831;35;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2768041;Ifo Institute for Economic Research - International Trade and Foreign Direct Investment and ETH Zürich;True;22 Apr 2016;211;357935;Egger;Peter H.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=357935;1673950.0;Nigai;Sergey;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1673950;;;;;;;;;2016-03-24;We undertake a trade-growth accounting exercise by decomposing data on changes in bilateral international trade flows into their direct (endowment accumulation, productivity growth, changes in trade costs, changing preferences) and indirect components (general equilibrium effects). Furthermore, we distinguish between the (potentially partly endogenous) direct and the deep drivers of trade by extending standard new trade models to include endogenous factor accumulation, R&D driven productivity growth, and endogenous changes in expenditures shares on manufacturing goods and services. We quantify the importance of the direct and deep drivers of the growth of bilateral and multilateral trade of 67 economies over 20 consecutive years since 1988 for three trade outcomes: changes in growth rates across different country pairs, changes in levels of trade flows, and changes in trade to GDP ratio. The results suggest that changes in shocks to endogenous endowment accumulation and trade costs have been the most important drivers of trade in the sample at hand, whereas productivity growth and changes in preferences appear to have been quantitatively less important.;en;0.4030072093009949;en;0.9141789078712464;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
